Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Benzene   ,Ethylbenzene,Toluene,Xylenes(total),o-Xylene  ,m- and/or p-Xylenes
2005-05-23 00:00:00,WW_76,7.4,18.1,7.02,4.578,0.39,1.49,1.52,115.25,592.0,8.0,3.0,9.35,146.0,152.4,0.59,9.0,9.0,0.0,0.0007,0.0,<6.49,8.31,710.0,,13.7,0.009,0.007,0.0255,0.0216,0.26,0.232,0.0004,0.0003,63.87,61.43,0.0,0.0,2.0,0.015,0.0,0.27,0.029,0.002,0.0021,22.51,21.818,0.0334,0.025,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.031,0.0187,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_57,3.5,18.2,7.47,3.65,0.51,1.96,0.78,348.56,994.0,13.0,2.0,15.4,187.0,186.4,0.76,10.0,2.0,0.003,0.0011,,<7.73,9.6,410.0,580.0,5.1,0.0,0.0,0.0389,0.0302,0.242,0.215,0.0,0.0,80.32,73.32,0.0,0.0,4.0,0.018,0.0,0.619,0.042,0.005,0.0,32.38,30.094,0.1712,0.139,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.027,0.009,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_58,6.8,18.7,7.35,4.945,0.56,1.3,1.56,124.95,624.0,8.0,3.0,9.4,149.0,156.8,0.61,8.0,2.0,0.0,0.0011,0.0,,,880.0,800.0,15.5,0.0,0.0,0.0249,0.021,0.255,0.227,0.0,0.0,63.12,63.29,0.0,0.0,2.0,0.014,0.0,0.327,0.028,0.01,0.0029,22.66,22.7,0.0576,0.068,0.0,,0.004,0.002,0.01,0.0,0.0,0.0,0.084,0.0285,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_97,5.2,19.1,7.01,5.843,0.43,1.14,1.28,694.3,1244.0,57.0,8.0,32.2,197.0,195.5,0.54,10.0,8.0,0.002,0.0003,,<7.98,14.03,840.0,1100.0,9.2,0.0,0.003,0.0433,0.0337,0.296,0.268,0.0005,0.0004,80.51,79.38,0.0,0.0,0.0,0.017,0.0,0.958,0.026,0.009,0.0016,33.51,33.472,0.1705,0.1299,0.0,,0.005,0.002,0.0,0.0,0.0,0.0,0.039,0.0161,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_52,4.3,18.9,NA,5.837,0.59,1.85,0.43,154.33,728.0,23.0,4.0,15.7,211.0,142.1,2.03,11.0,23.0,0.005,0.0016,,<7.45,11.65,350.0,340.0,3.6,0.0,0.0,0.0427,0.0357,0.23,0.216,0.0,0.0003,89.71,92.01,0.0,0.0,2.0,0.013,0.0,0.904,0.176,0.002,0.0,36.1,37.14,0.1722,0.1531,0.0,,0.003,0.0,0.0,0.0,0.0,0.0,0.024,0.0088,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_59,6.3,17.2,7.05,6.038,0.42,1.23,2.12,120.55,644.0,13.0,4.0,8.95,150.0,161.7,0.64,13.0,13.0,0.003,0.0014,3.5,,,250.0,300.0,12.2,0.0,0.006,0.0224,0.018,0.235,0.209,0.0,0.0003,65.32,64.53,0.0,0.0,2.0,0.015,0.0,0.381,0.032,0.005,0.0,23.49,23.29,0.0695,0.0564,0.0,,0.003,0.002,0.009,0.0,0.006,0.0,0.06,0.0212,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_43,6.8,19.2,7.37,6.165,0.53,1.38,1.87,180.69,830.0,11.0,2.0,9.13,153.0,171.5,0.71,8.0,10.0,0.002,0.0011,0.0,,,30.0,20.0,10.4,0.0,0.0,0.0246,0.0204,0.271,0.241,0.0005,0.0004,65.83,66.94,0.0,0.0,0.0,0.014,0.0,0.285,0.019,0.005,0.0026,24.84,25.183,0.0751,0.062,0.0,,0.003,0.002,0.0,0.0,0.0,0.0,0.041,0.0253,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23 00:00:00,WW_92,4.6,27.2,7.45,5.211,0.8,1.57,0.93,86.07,548.0,12.0,4.0,7.63,133.0,144.6,0.7,7.0,7.0,0.0,0.0009,0.0,,,170.0,,4.3,0.0,0.005,0.0198,0.0158,0.237,0.215,0.0005,0.0,53.83,54.34,0.0,0.0,2.0,0.017,0.0,0.329,0.02,0.008,0.0026,19.29,19.595,0.0391,0.0335,0.0,,0.006,0.005,0.0,0.0,0.0,0.0,0.039,0.0213,,,,,,
2005-05-31 00:00:00,WW_92,4.9,23.4,7.18,7.297,0.51,1.18,1.36,90.14,562.0,11.0,4.0,6.55,133.0,159.9,0.75,8.0,10.0,0.002,0.0008,0.0,,,60.0,,5.9,0.0,0.0,0.0201,0.0151,0.289,0.276,0.0004,0.001,58.49,56.69,0.0,0.0,2.0,0.02,0.0,0.294,0.022,0.006,0.0,21.84,21.203,0.044,0.0303,0.0,,0.009,0.006,0.0,0.0,0.0,0.0,0.046,0.0207,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDL,,,,,0.005,0.02,0.08,0.04,0.7,12.0,3.0,,0.2,1.0,0.3,0.03,2.0,2.0,0.002,0.0003,1.8,,,,,,0.003,0.002,0.0003,0.0003,0.002,0.002,0.0004,0.0003,0.07,0.03,0.004,0.0007,2.0,0.002,0.002,0.005,0.004,0.002,0.0009,0.03,0.008,0.0002,0.0004,0.05,0.05,0.002,0.002,0.003,0.002,0.0008,0.0003,0.004,0.0006,2(RL),2(RL),2(RL),2(RL),2(RL),3(RL)
