collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,alk,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2009-09-28 00:00:00,ww_76,6.8,14.6,7.3,3.165,0.17,0.64,1.1,41.69,284.0,16.0,4.0,9.96,126.0,58.0,0.37,3.4,0.0,0.0,0.0,0.0,<2.48,<4.81,1100.0,,4.1,0.0,0.0,0.0222,0.0173,0.096,0.104,,0.0,0.0,41.54,42.05,0.0028,0.0,0.0,0.0,0.0,0.51,0.021,0.0,0.0,14.45,14.664,0.0788,0.0637,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.018,,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_57,7.2,16.6,7.69,4.369,0.28,1.19,0.8,209.38,720.0,20.0,4.0,16.4,160.0,135.0,0.74,5.6,0.0,0.0,0.0,,<4.36,7.21,820.0,,7.0,0.0,0.0,0.0287,0.0249,0.217,0.24,,0.0,0.0,58.16,61.02,0.0059,0.0,0.0,0.0,0.0,0.85,0.048,0.016,0.0,22.79,23.765,0.069,0.0399,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.014,8.01,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_58,7.8,18.6,7.55,3.038,0.22,0.67,1.09,55.62,296.0,21.0,4.0,14.9,129.0,62.0,0.38,3.4,0.0,0.0,0.0,0.0,,,960.0,,4.9,0.0,0.0,0.0228,0.0176,0.1,0.111,,0.0,0.0,42.41,41.87,0.006,0.0,0.0,0.0,0.0,0.73,0.025,0.0,0.0,14.85,14.878,0.0511,0.0301,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.015,,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_54,8.1,19.1,7.13,13.245,0.1,1.22,2.47,887.36,1700.0,25.0,5.0,7.9,163.0,132.0,0.75,6.4,0.0,0.0,0.0,,<3.65,8.43,4700.0,,5.9,0.0,0.0,0.0233,0.0215,0.32,0.333,,0.0,0.0,66.49,66.36,0.0,0.0,0.0,0.0,0.0,0.35,0.061,0.02,0.0,24.97,25.428,0.0328,0.0245,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.036,3.62,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_97,8.0,16.8,7.9,8.775,0.15,1.05,1.74,549.84,1242.0,43.0,8.0,19.5,172.0,141.0,0.66,5.7,0.0,0.0,0.0,,<4.66,11.1,2000.0,,14.9,0.0,0.0,0.0333,0.0277,0.258,0.274,,0.0,0.0,67.22,69.19,0.0035,0.0,0.0,0.0,0.0,1.13,0.039,0.023,0.0,26.27,26.788,0.0687,0.0415,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.019,1.34,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_52,6.3,16.3,7.38,3.532,0.6,1.37,0.61,80.95,420.0,40.0,8.0,20.8,151.0,94.0,0.75,6.1,0.0,0.0,0.0,,1.91,5.27,230000.0,,2.9,0.0,0.0,0.0281,0.0208,0.186,0.199,,0.0,0.0,56.28,56.52,0.0076,0.0031,0.0,0.0,0.0,1.26,0.082,0.018,0.0,20.81,20.745,0.1001,0.0746,0.0,,0.0,0.0025,0.0,0.0,0.0,0.0,0.028,0.019,8.04,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_59,8.2,18.8,7.62,3.318,0.19,0.79,1.21,92.92,372.0,13.0,3.0,7.68,132.0,67.0,0.42,3.6,0.0,0.0,0.0,0.0,,,160.0,,3.7,0.0,0.0,0.0213,0.019,0.116,0.126,,0.0,0.0,43.2,44.46,0.0,0.0,0.0,0.0,0.0,0.39,0.036,0.0,0.0,15.46,15.894,0.0448,0.0385,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.015,,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_43,7.3,19.1,7.62,3.511,0.25,1.05,1.55,67.45,318.0,15.0,0.0,9.6,127.0,67.0,0.4,3.4,0.0,0.0,0.0,0.0,,,20.0,,3.3,0.0,0.0,0.0216,0.0185,0.106,0.12,,0.0,0.0,44.53,45.91,0.0059,0.0026,0.0,0.0,0.0,0.48,0.024,0.019,0.0,15.98,16.697,0.0416,0.0319,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.014,,<2,<2,<2,<3,<3,<3
2009-09-28 00:00:00,ww_92,5.7,24.6,7.35,5.163,0.42,1.13,1.51,70.68,366.0,18.0,5.0,9.03,128.0,87.0,0.57,4.1,0.0,0.0,0.0,0.0,,,140.0,,3.3,0.0,0.0,0.0211,0.0154,0.143,0.153,,0.0,0.0,45.6,45.69,0.0048,0.0,0.0,0.0,0.0,0.56,0.021,0.016,0.0,16.11,16.102,0.0567,0.0458,0.0,,0.0,0.0022,0.0,0.0,0.0,0.0,0.034,0.021,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,3.0,3.0,1.0,15.0,10.0,0.2,1.0,5.0,0.005,0.004,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_=,contamination_suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
