collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tkn(qual_code),tot_p(mg/l),tot_p(qual_code),so4(mg/l),so4(qual_code),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),phenol(qual_code),cn(mg/l),cn_wad(mg/l),fog(mg/l),(),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),mn_sol(qual_code),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),hg_ll(ng/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes_(total)(ug/l),m__and/or_p_xylenes(ug/l),o_xylene(ug/l)
2009-04-27 00:00:00,ww_50,6.7,23.9,7.23,0.242,0.1,0.82,,0.0,,48.55,,366.0,6.0,4.0,2.47,122.0,74.0,0.34,3.8,0.0,,0.0,0.0,,,<2.16,5.69,40.0,40.0,7.1,0.0,0.0,0.0406,0.0383,0.201,0.207,0.0,0.0,44.84,46.94,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.0,0.0,10.59,11.529,0.0536,0.0097,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,,,,,,
2009-04-27 00:00:00,ww_86,4.2,17.1,7.31,3.556,1.14,2.21,,0.37,,130.25,,726.0,3.0,3.0,6.61,228.0,135.0,0.71,6.5,0.0,,0.0,0.0,0.0,t,,,5900.0,5300.0,4.5,0.0,0.0,0.0284,0.0242,0.357,0.375,0.0,0.0,76.66,82.91,0.0038,0.0,0.0,0.0,0.0,0.95,0.072,0.0,0.0,35.8,35.929,0.09,0.0911,,0.0,,0.0,0.0029,0.0,0.0,0.0,0.0,0.081,0.064,,,,,,,
2009-04-27 00:00:00,ww_55,9.1,13.6,8.1,1.035,0.28,0.83,,0.0,,109.18,,628.0,8.0,3.0,3.8,128.0,191.0,0.41,4.4,0.0,,0.0,0.0,,,2.11,9.17,9.0,9.0,10.9,0.0,0.0,0.0383,0.0369,0.223,0.24,0.0,0.0,57.09,54.75,0.0,0.0,0.0,0.0,0.0,0.26,0.03,0.0,0.0,18.56,17.855,0.0433,0.0249,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,,,,,,
2009-04-27 00:00:00,ww_56,10.4,23.2,7.96,1.238,0.17,1.08,,0.0,,111.36,,694.0,18.0,6.0,10.5,171.0,184.0,0.48,5.7,0.0,,0.0,0.0,0.0,t,,,20.0,20.0,38.9,0.0,0.0,0.0438,0.0383,0.257,0.267,0.0,0.0,66.67,64.96,0.0,0.0,0.0,0.0,0.0,0.52,0.027,0.0,0.0,22.91,22.7,0.0525,0.002,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2009-04-27 00:00:00,ww_76,6.6,15.7,7.47,4.643,0.39,1.42,,0.87,,89.03,,722.0,7.0,4.0,4.42,194.0,194.0,0.58,5.4,0.0,,0.0,0.0,0.0,t,<4.82,<6.29,2800.0,3500.0,27.8,0.0,0.0,0.0282,0.0254,0.211,0.226,0.0,0.0,74.49,81.02,0.0025,0.0,0.0,0.0,0.0,0.34,0.036,0.0,0.0,27.1,25.474,0.0456,0.0259,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.021,,,,,,,
2009-04-27 00:00:00,ww_57,7.7,16.3,7.9,1.39,0.34,1.09,,0.29,,90.22,,580.0,63.0,10.0,20.6,186.0,134.0,0.43,5.7,0.0,,0.0,0.0,,,,,470.0,,16.7,0.0,0.0,0.0357,0.0276,0.124,0.134,0.0,0.0,59.65,63.18,0.0039,0.0,0.0,0.0,0.0,1.6,0.052,0.0,0.0,22.56,24.03,0.1292,0.0764,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.023,11.2,,,,,,
2009-04-27 00:00:00,ww_58,7.9,19.6,7.66,2.863,0.23,1.46,,0.58,,104.3,,650.0,27.0,5.0,13.5,187.0,159.0,0.51,5.4,0.0,,0.0,0.0,0.0,t,,,2300.0,,20.8,0.0,0.0,0.0347,0.0254,0.165,0.171,0.0,0.0,66.24,65.59,0.0028,0.0,0.0,0.0,0.0,1.04,0.046,0.0,0.0,23.88,23.724,0.0735,0.0355,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.012,,,,,,,
2009-04-27 00:00:00,ww_54,9.7,18.0,6.9,2.813,0.1,1.13,,0.54,,195.25,,748.0,58.0,8.0,48.1,193.0,111.0,0.36,6.5,0.0,,0.0,0.0,,,<2.63,5.7,2000.0,,6.4,0.0,0.0,0.0351,0.0254,0.14,0.153,0.0,0.0,60.31,57.7,0.0032,0.0,0.0,0.0,0.0,2.28,0.116,0.0,0.0,22.85,21.553,0.065,0.026,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.011,6.79,,,,,,
2009-04-27 00:00:00,ww_97,7.5,16.1,7.6,1.585,0.1,1.02,,0.43,,119.39,,578.0,62.0,8.0,26.8,191.0,125.0,0.31,6.4,0.0,,0.0,0.0,,,<3.33,5.79,1500.0,,15.6,0.0,0.0,0.0361,0.0276,0.118,0.124,0.0,0.0,59.55,61.15,0.0034,0.0,0.0,0.0,0.0,1.91,0.086,0.0,0.0,23.19,23.445,0.0854,0.0351,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,9.78,,,,,,
2009-04-27 00:00:00,ww_52,7.7,18.5,7.9,2.071,0.14,1.31,,0.28,,84.19,,516.0,46.0,7.0,23.6,201.0,102.0,0.48,7.3,0.0,,0.0,0.0,,,<2.75,<5.58,2100.0,,24.9,0.0,0.0,0.0362,0.0265,0.107,0.115,0.0,0.0,63.85,60.14,0.0025,0.0,0.0,0.0,0.0,1.61,0.079,0.0,0.0,24.48,23.466,0.0909,0.0552,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,18.0,,,,,,
2009-04-27 00:00:00,ww_59,7.8,15.0,7.5,4.422,0.26,1.23,,0.96,,119.37,,770.0,11.0,3.0,4.32,210.0,200.0,0.61,5.5,0.0,,0.0,0.0,0.0,,,,540.0,,18.9,0.0,0.0,0.0295,0.0269,0.191,0.205,0.0,0.0,76.4,80.52,0.0,0.0,0.0,0.0,0.0,0.39,0.047,0.0,0.0,26.4,28.108,0.0377,0.0287,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.012,,,,,,,
2009-04-27 00:00:00,ww_43,7.3,17.0,7.6,4.58,0.3,1.43,,0.72,,123.03,,746.0,56.0,8.0,5.64,210.0,200.0,0.52,5.2,0.0,,0.0,0.0,0.0,,,,40.0,,10.9,0.0,0.0,0.0371,0.0285,0.167,0.18,0.0,0.0,76.59,81.07,0.0031,0.0,0.0,0.0,0.0,1.35,0.037,0.0,0.0,27.89,29.387,0.0613,0.0335,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.011,,,,,,,
2009-04-27 00:00:00,ww_92,6.1,18.7,7.5,5.282,0.39,1.71,,0.66,,88.02,,746.0,52.0,9.0,9.2,191.0,224.0,0.53,4.8,0.0,,0.0,0.0,0.0,,,,110.0,,4.8,0.0,0.0,0.0513,0.0248,0.156,0.171,0.0,0.0,77.12,73.99,0.0133,0.0,0.0,0.017,0.0,3.1,0.045,0.025,0.0,29.2,27.147,0.0967,0.0313,,0.0,,0.0,0.0027,0.0,0.0,0.0,0.0,0.103,0.013,,,,,,,
report_limit,,1.0,,,0.1,0.1,0.2,,0.25,,2.0,,100.0,3.0,,1.0,15.0,10.0,0.2,1.0,5.0,,0.005,0.004,5.0,,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e_=,expired_reagent_used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s_=,lcs_failure;_holding_time_exceeded_for_reanalysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
