collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),phenol(qual_code),cn(mg/l),cn_wad(mg/l),fog(mg/l),fog(qual_code),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),b_sol(qual_code),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),mn_sol(qual_code),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),hg_ll(ng/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes_(total)(ug/l),m__and/or_p_xylenes(ug/l),o_xylene(ug/l)
2009-03-23 00:00:00,ww_86,5.9,8.5,7.33,1.679,1.89,4.18,0.48,160.64,816.0,14.0,10.0,7.95,308.0,148.0,0.77,8.8,7.0,,0.0,0.0,0.0,,,,5300.0,,137.1,0.0,0.0,0.0451,0.0303,0.583,0.574,,0.0,0.0,104.64,96.35,0.0055,0.0,0.0,0.0,0.0,1.81,0.248,0.019,0.0,41.0,42.794,0.185,0.1591,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.011,,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_55,11.5,6.9,8.3,0.953,0.29,1.26,0.0,94.94,598.0,13.0,5.0,8.38,127.0,172.0,0.37,4.2,0.0,,0.0,0.0,,,<2.97,<6.28,<10,,14.7,0.0,0.0,0.036,0.0322,0.205,0.198,,0.0,0.0,53.88,49.37,0.0026,0.0,0.0,0.0,0.0,0.32,0.036,0.0,0.0,17.29,16.791,0.0673,0.0182,,0.0,,0.0,0.0027,0.0,0.0,0.0,0.0,0.027,0.0,0.0,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_56,12.0,7.8,7.7,1.205,0.66,2.29,0.0,79.33,564.0,34.0,8.0,34.3,168.0,156.0,0.44,5.0,0.0,,0.0,0.0,0.0,,<2.89,<5.51,70.0,,99.0,0.0,0.0,0.0378,0.0318,0.167,0.168,,0.0,0.0,63.67,58.79,0.0028,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,19.86,19.627,0.1066,0.0494,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,1.36,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_76,8.7,7.7,7.3,4.296,0.18,1.31,0.8,73.33,578.0,14.0,6.0,6.48,156.0,159.0,0.48,4.5,0.0,e,0.0,0.0,0.0,,<2.30,4.92,5900.0,,18.1,0.0,0.0,0.0236,0.0208,0.146,0.154,,0.0,0.0,62.01,58.21,0.0,0.0,0.0,0.0,0.0,0.25,0.055,0.0,0.0,20.99,21.16,0.0242,0.0178,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.016,,<2,<2,2.9,<3,<3,<3
2009-03-23 00:00:00,ww_57,8.1,9.1,7.9,2.701,0.1,1.1,0.51,202.2,906.0,26.0,7.0,18.9,243.0,189.0,0.56,4.8,0.0,,0.0,0.0,,,2.99,7.45,290.0,,11.5,0.0,0.0,0.044,0.0375,0.189,0.191,,0.0,0.0,90.69,85.73,0.0,0.0,0.0,0.0,0.0,0.96,0.026,0.0,0.0,32.77,34.806,0.1183,0.0956,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.017,1.01,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_58,8.3,4.1,7.1,3.773,0.18,1.09,0.69,92.25,656.0,13.0,5.0,9.43,174.0,171.0,0.5,4.7,0.0,,0.0,0.0,0.0,,,,4700.0,,15.5,0.0,0.0,0.027,0.0236,0.155,0.155,,0.0,0.006,66.7,65.21,0.0,0.0,0.0,0.0,0.0,0.34,0.062,0.0,0.0,22.59,24.289,0.0497,0.0371,,0.0,,0.0,0.0021,0.0,0.0,0.0,0.0,0.033,0.023,,<2,<2,2.8,<3,<3,<3
2009-03-23 00:00:00,ww_54,9.5,10.9,7.2,8.361,0.0,1.2,1.38,373.71,1170.0,10.0,4.0,7.74,233.0,178.0,0.57,5.0,0.0,,0.0,0.0,,,<3.49,8.87,720.0,,10.5,0.0,0.0,0.0296,0.0269,0.271,0.271,,0.0,0.0,93.58,87.82,0.0,0.0,0.0,0.0,0.0,0.38,0.063,0.0,0.0,34.68,33.263,0.0698,0.0626,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.035,,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_97,9.1,9.6,7.9,3.749,0.0,1.07,0.85,329.43,1052.0,27.0,7.0,18.5,238.0,180.0,0.47,4.5,0.0,,0.0,0.0,,,<5.52,7.69,80.0,,9.1,0.0,0.0,0.0425,0.0366,0.204,0.206,,0.0,0.0,84.52,84.5,0.0,0.0,0.0,0.0,0.0,0.84,0.048,0.0,0.0,31.1,33.948,0.1039,0.0842,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.015,5.17,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_52,8.9,9.1,7.93,3.551,0.16,1.42,0.38,117.3,658.0,41.0,8.0,28.5,250.0,129.0,0.62,5.5,0.0,,0.0,0.0,,,<3.35,<5.75,2000.0,,6.1,0.0,0.0,0.0444,0.0345,0.181,0.18,,0.0,0.0,89.7,87.82,0.0,0.0,0.0,0.0,0.0,1.61,0.038,0.0,0.0,31.92,31.473,0.145,0.1187,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_59,8.2,9.1,7.25,3.915,0.16,1.25,0.8,102.56,632.0,21.0,6.0,9.89,171.0,166.0,0.47,4.3,0.0,,0.0,0.0,0.0,,,,2400.0,,16.3,0.0,0.0,0.0284,0.0228,0.146,0.148,,0.0,0.0,70.54,64.89,0.0,0.0,0.0,0.0,0.0,0.8,0.045,0.0,0.0,24.84,23.268,0.0575,0.0418,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.013,1.76,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_43,7.9,9.2,7.5,4.273,0.48,1.51,1.22,113.79,672.0,18.0,4.0,8.83,185.0,187.0,0.46,4.8,0.0,,0.0,0.0,0.0,,,,330.0,,9.9,0.0,0.0,0.0277,0.0248,0.152,0.157,,0.0,0.0,76.61,69.79,0.0,0.0,0.0,0.0,0.0,0.43,0.036,0.0,0.0,26.98,27.28,0.092,0.0539,,0.0,,0.0,0.002,0.0,0.0,0.0,0.0,0.021,0.014,4.63,<2,<2,<2,<3,<3,<3
2009-03-23 00:00:00,ww_92,7.4,11.4,7.4,7.014,0.45,1.67,0.68,102.21,784.0,17.0,6.0,9.97,181.0,247.0,0.59,4.5,0.0,,0.0,0.0,0.0,,,,140.0,,7.2,0.0,0.0,0.0315,0.0268,0.193,0.188,,0.0,0.0085,76.31,73.29,0.0,0.0,0.0,0.0,0.0,0.47,0.045,0.0,0.0,26.91,27.501,0.0671,na,q,0.0,,0.0,0.0029,0.0,0.0,0.0,0.0,0.041,0.034,2.12,,,,,,
2009-03-30 00:00:00,ww_92,8.6,9.85,7.35,7.911,0.44,1.42,0.88,96.97,740.0,13.0,6.0,9.49,172.0,230.0,0.65,4.6,0.0,e,0.0,0.0,0.0,b,,,380.0,,19.8,0.0,0.0,0.0267,0.0225,0.192,0.178,,0.0,0.0,70.53,69.69,0.0027,0.0,0.0,0.0,0.0,0.45,0.049,0.0,0.0,25.62,25.885,0.0407,0.0302,,0.0,,0.0,0.0034,0.0,0.0,0.0,0.0,0.03,0.019,,,,,,,
