collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,so4,tds,ss,vss,turb,alk,cl,f,toc,toc,phenol,phenol,cn,cn,cn_wad,cn_wad,fog,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,as_sol,ba_tot,ba_sol,ba_sol,b_tot,b_sol,b_sol,cd_tot,cd_sol,cd_sol,ca_tot,ca_sol,ca_sol,cr_tot,cr_sol,cr_sol,cr6,cu_tot,cu_sol,cu_sol,fe_tot,fe_sol,fe_sol,pb_tot,pb_sol,pb_sol,mg_tot,mg_sol,mg_sol,mn_tot,mn_sol,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,ni_sol,se_tot,se_sol,se_sol,ag_tot,ag_sol,ag_sol,zn_tot,zn_sol,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2009-10-19 00:00:00,ww_75,7.0,19.0,7.57,3.827,0.24,0.76,0.51,37.55,,316.0,14.0,4.0,10.6,130.0,70.0,0.44,3.0,g,0.0,g,0.0,g,0.0,g,0.0,g,<2.14,<5.35,320.0,,1.9,0.0,0.0,,0.0223,0.0183,,0.103,0.102,,0.0,0.0,,44.6,40.71,,0.0,0.0,,0.0,0.0,0.0,,0.38,0.021,,0.0,0.0,,14.93,14.401,,0.019,0.0208,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.022,0.017,,,,,,,,
2009-10-19 00:00:00,ww_41,5.2,17.8,7.44,7.191,0.15,0.94,1.07,63.25,,448.0,15.0,7.0,8.28,128.0,115.0,0.69,4.3,g,0.0,g,0.0,g,0.0,g,0.0,g,<2.96,<5.16,4300.0,,1.0,0.0,0.0,,0.0183,0.0146,,0.154,0.151,,0.0,0.0,,51.8,47.45,,0.0026,0.0,,0.0,0.0,0.0,,0.32,0.031,,0.0,0.0,,17.51,17.054,,0.0129,0.0079,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.028,0.016,,,,,,,,
2009-10-19 00:00:00,ww_92,4.5,18.8,7.61,4.638,0.17,0.59,0.78,76.31,,422.0,8.0,3.0,7.56,137.0,105.0,0.57,3.8,g,0.0,g,0.0,g,0.0,g,0.0,g,<2.55,<5.63,400.0,,1.1,0.0,0.0,,0.0193,0.0158,,0.171,0.169,,0.0,0.0,,50.16,45.9,,0.0043,0.0,,0.0,0.0,0.0,,0.36,0.024,,0.0,0.0,,16.64,16.178,,0.0198,0.0148,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.027,0.017,,,,,,,,
2009-10-19 00:00:00,ww_42,6.3,15.8,6.6,4.651,0.18,0.64,0.62,55.38,,382.0,6.0,5.0,3.68,136.0,104.0,0.59,4.0,g,0.0,g,0.0,g,0.0,g,0.0,g,,,830.0,,1.2,0.0,0.0,,0.0165,0.0136,,0.208,0.214,,0.0,0.0,,48.92,44.47,,0.0038,0.0,,0.0,0.0,0.0,,0.22,0.027,,0.0,0.0,,16.14,15.658,,0.0126,0.0098,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.023,0.016,,,,,,,,
2009-10-19 00:00:00,ww_48,7.6,15.8,6.8,5.257,0.2,0.64,0.86,60.59,,376.0,14.0,4.0,10.9,126.0,94.0,0.51,3.8,g,0.0,,0.0,g,0.0,g,0.0,g,,,640.0,,1.5,0.0,0.0,,0.0192,0.0154,,0.152,0.159,,0.0,0.0,,48.33,44.94,,0.0026,0.0,,0.0,0.0,0.0,,0.37,0.023,,0.0,0.0,,16.14,15.925,,0.0872,0.0151,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.03,0.015,,,,,,,,
2009-10-26 00:00:00,ww_49,9.1,12.5,7.5,0.302,0.0,0.0,0.0,25.13,,318.0,6.0,3.0,2.6,111.0,31.0,0.0,1.9,,0.0,,0.0,,0.0,,,,<1.51,<4.92,<10,<10,6.4,0.0,0.0,,0.0221,0.0198,,0.0,0.034,,0.0,0.0,,35.92,32.54,,0.0,0.0,,0.0,0.0,0.0,,0.21,0.0,,0.0,0.0,,11.71,11.1,,0.0273,0.0179,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.016,0.0,,5.34,,,,,,
2009-10-26 00:00:00,ww_50,9.6,12.2,7.9,0.0,0.12,0.59,0.0,42.28,,196.0,5.0,5.0,2.85,97.0,87.0,0.38,4.5,,0.0,,0.0,,0.0,,,,0.79,7.02,9.0,<10,2.4,0.0,0.0,,0.0305,0.0284,,0.283,0.273,,0.0,0.0,,33.04,29.53,,0.0,0.0,,0.0,0.0,0.0,,0.11,0.025,,0.0,0.0,,12.42,11.868,,0.0392,0.017,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.52,,,,,,
2009-10-26 00:00:00,ww_55,8.6,12.1,7.8,0.308,0.0,0.0,0.0,35.19,,198.0,6.0,3.0,3.73,107.0,34.0,0.0,2.0,,0.0,,0.0,,0.0,,,,<1.65,<4.36,9.0,30.0,3.4,0.0,0.0,,0.0225,0.0206,,0.047,0.043,,0.0,0.0,,37.15,33.29,,0.003,0.0,,0.0,0.0,0.0,,0.17,0.033,,0.0,0.0,,12.07,11.458,,0.0213,0.0093,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.4,,,,,,
2009-10-26 00:00:00,ww_56,7.8,12.5,6.73,0.783,0.31,0.56,0.0,40.23,,278.0,20.0,0.0,19.4,106.0,38.0,0.0,2.7,,0.0,,0.0,,0.0,,0.0,,<2.18,<6.12,3200.0,3300.0,1.6,0.0,0.0,,0.0258,0.0218,,0.071,0.068,,0.0,0.0,,41.23,36.76,,0.0,0.0,,0.0,0.0,0.0,,0.7,0.0,,0.0,0.0,,13.84,12.979,,0.0342,0.0063,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.02,0.0,,,,,,,,
2009-10-26 00:00:00,ww_76,6.2,12.8,7.22,3.808,0.19,0.91,0.62,60.15,,444.0,16.0,0.0,11.4,161.0,91.0,0.46,3.9,,0.0,,0.0,,0.0,,0.0,,<1.52,<5.31,4700.0,6000.0,12.0,0.0,0.0,,0.0317,0.0179,,0.147,0.143,,0.0,0.0,,62.42,55.7,,0.0,0.0,,0.0,0.303,0.0,,0.43,0.025,,0.0,0.0,,19.81,18.912,,0.0427,0.0256,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.038,0.021,,,,,,,,
2009-10-26 00:00:00,ww_57,7.5,12.6,7.81,1.622,0.0,0.97,0.34,84.23,,406.0,58.0,10.0,51.9,145.0,67.0,0.36,7.6,,0.0,,0.0,,0.0,,,,2.44,8.91,2300.0,,10.6,0.0,0.0,,0.0371,0.0249,,0.113,0.115,,0.0,0.0,,52.41,47.34,,0.0058,0.0,,0.0,0.06,0.0,,2.25,0.177,,0.0,0.0,,19.14,18.013,,0.0937,0.0492,,0.0,,0.0,0.0023,,0.0,0.0,,0.0,0.0,,0.029,0.0,,9.87,,,,,,
2009-10-26 00:00:00,ww_58,6.4,12.6,7.8,2.265,0.0,0.73,0.38,72.33,,398.0,40.0,7.0,35.3,146.0,72.0,0.39,6.1,,0.0,,0.0,,0.0,,0.0,,,,1400.0,,9.8,0.0,0.0,,0.034,0.022,,0.111,0.116,,0.0,0.0,,52.73,48.14,,0.0048,0.0,,0.0,0.148,0.0,,1.72,0.142,,0.0,0.0,,18.59,17.572,,0.0871,0.0523,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.032,0.013,,,,,,,,
2009-10-26 00:00:00,ww_54,6.7,17.1,7.13,5.677,0.0,0.82,0.86,361.53,,864.0,12.0,5.0,14.2,186.0,96.0,0.44,6.6,,0.0,,0.0,,0.0,,,,<4.13,9.77,600.0,,5.4,0.0,0.0,,0.0292,0.0262,,0.183,0.184,,0.0,0.0,,66.87,62.55,,0.0,0.0,,0.0,0.0,0.0,,0.64,0.111,,0.0,0.0,,23.43,23.172,,0.0857,0.0719,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.029,0.024,,2.95,,,,,,
2009-10-26 00:00:00,ww_52,6.3,12.9,7.47,1.798,0.0,1.09,0.32,57.67,,320.0,63.0,9.0,59.8,146.0,53.0,0.41,9.3,,0.0,,0.0,,0.0,,,,<2.50,7.45,1800.0,,7.4,0.0,0.0,,0.0388,0.0262,,0.107,0.095,,0.0,0.0,,54.55,47.37,,0.0035,0.0,,0.0,0.0,0.0,,2.77,0.217,,0.0,0.0,,20.15,18.117,,0.0973,0.0563,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.034,0.01,,8.46,,,,,,
2009-10-26 00:00:00,ww_59,5.9,13.6,7.36,2.405,0.28,0.84,0.4,61.14,,338.0,31.0,5.0,28.0,140.0,69.0,0.38,6.5,,0.0,,0.0,,0.0,,0.0,,,,2200.0,,5.3,0.0,0.0,,0.0266,0.0201,,0.111,0.11,,0.0,0.0,,51.41,47.01,,0.0028,0.0,,0.0,0.0,0.0,,1.22,0.107,,0.0,0.0,,17.74,16.926,,0.0517,0.0287,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.023,0.0,,,,,,,,
2009-10-26 00:00:00,ww_43,6.4,13.9,7.53,2.21,0.33,0.82,0.55,51.63,,282.0,49.0,4.0,41.7,116.0,57.0,0.31,6.0,,0.0,,0.0,,0.0,,0.0,,,,5800.0,,3.7,0.0,0.0,,0.0287,0.017,,0.092,0.091,,0.0,0.0,,43.31,38.48,,0.0038,0.0,,0.0,0.0,0.0,,2.36,0.103,,0.0,0.0,,15.14,14.029,,0.0741,0.034,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.036,0.013,,,,,,,,
2009-10-26 00:00:00,ww_92,4.9,15.1,6.82,3.362,0.57,1.03,0.49,51.85,,362.0,12.0,3.0,12.3,118.0,81.0,0.4,4.9,,0.0,,0.0,,0.0,,0.0,,,,5800.0,,3.0,0.0,0.0,,0.0191,0.0157,,0.121,0.115,,0.0,0.0,,43.13,38.64,,0.0,0.0,,0.0,0.0,0.0,,0.54,0.109,,0.0,0.0,,14.42,13.677,,0.0212,0.0139,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.018,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,,100.0,3.0,,1.0,15.0,10.0,0.2,1.0,,5.0,,0.005,,0.004,,5.0,,,,,,,0.05,0.025,,0.003,0.001,,0.045,0.01,,0.01,0.002,,0.3,0.1,,0.0025,0.0025,,10.0,0.01,0.01,,0.1,0.02,,0.015,0.02,,0.35,0.02,,0.003,0.001,,0.25,0.25,0.01,0.002,,0.1,0.1,,0.003,0.003,,0.015,0.01,,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g_=,sample_not_thermally_preserved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab_=,aliquot_never_arrived_at_laboratory.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac_=,no_filtered_blank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
