Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,TDS,SS  ,VSS ,TURB,ALK,CL   ,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Se sol,Ag tot,Ag sol,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2010-03-22 00:00:00,WW_55,12.2,6.8,8.21,0.725,0.32,1.04,0.0,96.49,556.0,,8.0,0.0,2.42,116.0,171.0,,0.3,3.8,0.0,0.0,0.0,-----,<2.61,6.43,<10,-----,5.1,0.0,0.0,,0.0335,0.0309,0.175,0.152,0.0,0.0,53.47,50.63,0.0,0.0,0.0,0.0,0.0,0.14,,0.0,0.0,0.0,16.98,17.256,0.0484,0.0364,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.025,0.015,7.25,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_56,11.2,8.2,7.19,1.198,0.33,1.11,0.0,129.64,646.0,,13.0,0.0,7.97,134.0,186.0,,0.34,4.3,0.0,0.0,0.0,0.0,<2.73,8.34,20.0,-----,10.3,0.0,0.0,,0.0361,0.0335,0.2,0.173,0.0,0.0,66.64,64.04,0.0,0.0,0.0,0.0,0.0,0.35,,0.0,0.0,0.0,21.59,21.951,0.0651,0.0518,,0.0,,-----,0.0,0.0021,0.0,0.0,,0.0,0.0,,0.022,0.0,-----,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_76,8.3,9.0,7.23,5.396,0.71,2.01,2.34,99.74,742.0,,6.0,0.0,2.6,187.0,222.0,,0.6,5.9,0.0,0.0,0.0,0.0,<4.02,6.36,1500.0,-----,1.2,0.0,0.0,X,0.0224,0.0216,0.209,0.178,0.0,0.0021,75.83,73.98,0.0,0.0,0.0,0.0,0.0,0.13,,0.055,0.0,0.0,25.74,26.824,0.049,0.046,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.024,0.02,-----,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_57,8.6,6.9,7.7,2.531,0.1,1.04,0.34,172.89,862.0,,20.0,3.0,15.8,221.0,214.0,,0.4,5.5,0.0,0.0,0.0,-----,<4.43,8.45,230.0,-----,10.7,0.0,0.0,,0.0419,0.0368,0.173,0.152,0.0,0.0,86.21,81.95,0.0,0.0,0.0,0.0,0.0,0.87,,0.031,0.0,0.0,33.11,33.219,0.0976,0.0818,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.018,0.0,3.83,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_58,8.0,6.9,7.73,4.657,0.61,1.52,1.73,128.74,798.0,,10.0,0.0,4.51,199.0,222.0,,0.55,5.7,0.0,0.005,0.0,0.0,-----,-----,720.0,-----,3.4,0.0,0.0,,0.0281,0.0263,0.192,0.17,0.0,0.0023,80.19,77.69,0.0,0.0,0.0,0.0,0.0199,0.35,,0.04,0.0,0.0,27.86,29.039,0.0687,0.0704,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.032,0.022,-----,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_54,4.2,12.2,7.54,6.287,0.0,0.99,1.09,568.64,1454.0,,9.0,0.0,9.05,208.0,207.0,,0.48,5.4,0.0,0.0,0.0,-----,<4.06,7.72,480.0,-----,4.6,0.0,0.0,,0.034,0.0319,0.242,0.209,0.0,0.0,92.15,88.83,0.0,0.0,0.0,0.0,0.0113,0.44,,0.057,0.0,0.0,33.31,33.95,0.0489,0.042,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.043,0.036,1.68,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_97,9.8,7.5,8.08,2.948,0.0,1.01,0.55,292.82,1104.0,,14.0,0.0,8.42,225.0,236.0,,0.37,4.9,0.0,0.0,0.0,-----,<5.10,7.1,200.0,-----,9.7,0.0,0.0,,0.0386,0.0366,0.177,0.158,0.0,0.0,91.66,86.35,0.0,0.0,0.0,0.0,0.0,0.48,,0.029,0.0,0.0,34.57,34.826,0.0901,0.084,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.019,0.0,4.17,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_52,6.2,7.4,8.09,3.142,0.14,1.04,0.31,97.0,600.0,,31.0,5.0,27.8,216.0,124.0,,0.44,6.2,0.0,0.0,0.0,-----,<3.39,6.61,770.0,-----,18.8,0.0,0.0,,0.0453,0.0364,0.153,0.136,0.0,0.0,82.22,76.79,0.0,0.0,0.0,0.0,0.0,1.72,,0.037,0.0,0.0,32.2,32.573,0.0913,0.0663,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.015,0.0,3.86,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_59,6.5,9.0,7.6,4.743,0.79,1.71,0.76,111.84,792.0,,10.0,0.0,6.68,204.0,215.0,,0.53,5.8,0.0,0.0,0.0,0.0,-----,-----,410.0,-----,2.8,0.0,0.0,,0.029,0.0275,0.198,0.17,0.0,0.0,84.47,78.12,0.0,0.0,0.0,0.0,0.0,0.28,,0.037,0.0,0.0,29.22,29.736,0.0617,0.0546,,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.022,0.016,-----,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_43,5.7,9.6,7.65,3.764,0.52,1.56,1.74,120.3,796.0,,10.0,0.0,7.08,205.0,219.0,,0.49,5.4,0.0,0.0,0.0,0.0,-----,-----,100.0,-----,2.9,0.0,0.0,,0.03,0.0272,0.159,0.138,0.0,0.0,85.92,79.8,0.0,0.0,0.0,0.0,0.0,0.37,,0.032,0.0,0.0,31.01,31.436,0.1105,NA,Q,0.0,,-----,0.0,0.0,0.0,0.0,,0.0,0.0,,0.019,0.0,-----,<2,<2,<2,<3,<3,<3
2010-03-22 00:00:00,WW_92,6.4,12.5,7.2,6.765,1.41,2.45,1.32,100.04,782.0,,11.0,0.0,6.55,185.0,246.0,,0.57,5.3,0.0,0.0,0.0,0.0,-----,-----,90.0,-----,6.3,0.0,0.0,,0.0259,0.0239,0.198,0.171,0.0,0.0,75.89,72.63,0.0,0.0,0.0,0.0,0.0,0.28,,0.031,0.0,0.0,27.11,27.869,0.0341,0.03,,0.0,,-----,0.0,0.0023,0.0,0.0,,0.0,0.0,,0.029,0.021,-----,,,,,,
2010-03-29 00:00:00,WW_92,6.7,13.8,7.23,7.175,0.72,1.77,0.81,89.56,814.0,,10.0,4.0,6.42,181.0,253.0,,0.63,5.7,0.0,0.005,0.0,0.0,-----,-----,<10,-----,11.0,0.0,0.0,,0.0291,0.0232,0.254,0.186,0.0,0.0,81.69,68.15,0.0,0.0,0.0,0.0,0.0,0.32,,0.027,0.015,0.0,28.55,26.353,0.0477,0.028,,0.0,,-----,0.0,0.0025,0.0,0.0,X,0.0,0.0,X,0.036,0.019,-----,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,,3.0,,1.0,15.0,10.0,,0.2,1.0,5.0,0.005,0.004,5.0,,,,,,0.05,0.025,,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,0.01,0.01,0.1,,0.02,0.015,0.02,0.35,0.02,0.003,0.001,,0.2,,0.2,0.01,0.002,0.1,0.1,,0.003,0.003,,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B = Insufficient preservation; preservative added prior to analysis.  **Aliquot received unpreserved.  Preservative added 24 hours prior to analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D = Sample/Aliquot holding time exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q= Soluble > Total; Soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X = Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH = Regulatory limit exceedance result not confirmed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI = Regulatory limit exceedance confirmed but results not within 20%.  Highest result reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
