Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,CL   ,F    ,TOC ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Hg LL,Benzene,Ethylbenzene,Toluene,o-Xylene,m- and/or p-Xylenes,Xylenes (total)
2011-06-20 00:00:00,WW_75,3.3,22.2,6.76,1.695,0.76,2.78,0.38,A,18.23,256.0,99.0,34.0,27.0,69.0,63.0,,0.23,5.0,,<5,<0.005,<0.0010,<5.0,2.4,4.1,290000.0,,4.9,A,<0.05,<0.02,0.0321,0.0132,<0.06,<0.07,<0.001,<0.001,29.06,22.84,<0.01,<0.003,<10,<0.02,<0.005,2.58,<0.2,<0.03,<0.03,10.81,7.61,0.0657,0.0309,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,<0.001,0.075,<0.02,,,,,,,,
2011-06-20 00:00:00,WW_41,3.2,22.7,6.94,4.689,0.55,1.89,0.59,,61.42,644.0,25.0,4.0,19.0,155.0,139.0,,0.51,4.9,,<5,<0.005,<0.0010,<5.0,<2.10,4.2,340.0,,0.9,A,<0.05,<0.02,0.0273,0.0208,0.181,0.19,<0.001,<0.001,58.04,55.84,<0.01,<0.003,<10,<0.02,<0.005,0.95,<0.2,<0.03,<0.03,21.31,20.48,0.0618,NA,Q,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0011,<0.06,<0.02,,,,,,,,
2011-06-20 00:00:00,WW_92,4.9,22.5,7.06,5.967,0.7,1.92,0.71,A,47.55,624.0,11.0,3.0,8.94,136.0,143.0,,0.55,4.8,,<5,<0.005,<0.0010,<5.0,<1.50,3.3,2700.0,,6.0,A,<0.05,<0.02,0.0196,0.0177,0.13,0.14,<0.001,<0.001,51.77,50.23,<0.01,<0.003,<10,<0.02,<0.005,0.28,<0.2,<0.03,<0.03,19.19,18.5,0.0383,0.0307,,<0.2,,<0.008,<0.008,0.006,<0.03,<0.004,0.001,<0.06,<0.02,,,,,,,,
2011-06-20 00:00:00,WW_42,4.9,21.5,6.53,7.268,0.65,2.08,0.74,,54.86,674.0,11.0,3.0,6.15,155.0,165.0,,0.61,5.3,,<5,<0.005,0.001,<5.0,,,730.0,,3.2,A,<0.05,<0.02,0.0195,0.0166,0.18,0.19,<0.001,<0.001,59.71,58.3,<0.01,<0.003,<10,<0.02,<0.005,0.34,<0.2,<0.03,<0.03,21.88,21.46,0.0312,0.0264,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,0.0012,<0.06,<0.02,,,,,,,,
2011-06-20 00:00:00,WW_48,5.5,21.7,7.13,4.82,0.48,1.65,0.78,,61.94,716.0,27.0,5.0,16.8,170.0,162.0,,0.55,5.2,,<5,<0.005,<0.0010,<5.0,,,550.0,,3.7,A,<0.05,<0.02,0.0301,0.0216,0.185,0.19,<0.001,<0.001,65.32,61.19,<0.01,<0.003,<10,<0.02,<0.005,1.18,<0.2,<0.03,<0.03,23.9,22.3,0.06,0.0387,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0011,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_49,7.9,19.9,7.46,0.286,<0.10,<0.50,<0.10,,20.99,210.0,5.0,2.0,2.47,106.0,14.04,AV,0.13,2.3,,<5,<0.005,0.0011,,<1.20,<1.50,<10,,0.8,,<0.05,<0.02,0.021,0.0195,<0.06,<0.07,<0.001,<0.001,34.45,32.56,<0.01,<0.003,<10,<0.02,<0.005,<0.2,<0.2,<0.03,<0.03,11.83,11.23,0.021,0.0132,,<0.2,,0.01,0.008,0.006,<0.03,<0.004,<0.001,<0.06,<0.02,<2.5,,,,,,,
2011-06-27 00:00:00,WW_50,6.4,22.8,8.09,<0.04,<0.10,<0.50,<0.10,,49.58,358.0,<4,1.0,1.63,85.0,80.0,,0.34,5.0,,<5,<0.005,<0.0010,,<1.20,3.3,40.0,,1.7,,<0.05,<0.02,0.0312,0.0292,0.252,0.24,<0.001,<0.001,32.11,30.28,<0.01,<0.003,<10,<0.02,<0.005,<0.2,<0.2,<0.03,<0.03,12.08,11.37,0.039,0.0106,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,<0.001,<0.06,<0.02,<2.5,,,,,,,
2011-06-27 00:00:00,WW_86,1.2,22.4,7.42,0.095,3.71,5.03,0.92,,150.72,938.0,11.0,4.0,11.1,402.0,69.0,,0.86,11.8,,5.0,<0.005,0.001,<5.0,,,90.0,,3.6,,<0.05,0.038,0.0358,0.0267,2.064,1.99,<0.001,<0.001,128.36,118.19,<0.01,<0.003,<10,<0.02,<0.005,1.19,<0.2,<0.03,<0.03,52.93,49.74,0.3484,0.3131,,<0.2,,<0.008,0.008,<0.005,<0.03,<0.004,0.0025,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_55,6.1,21.7,8.04,0.514,0.15,0.44,<0.10,,41.75,398.0,5.0,0.0,3.76,110.0,100.0,,0.24,2.9,,<5,<0.005,<0.0010,,<1.60,<1.50,<10,,2.1,,<0.05,<0.02,0.0287,0.0271,0.106,0.1,<0.001,<0.001,40.23,38.01,0.013,<0.003,<10,<0.02,<0.005,0.24,<0.2,<0.03,<0.03,13.8,13.22,0.0654,0.0484,,<0.2,,0.0096,0.008,0.005,<0.03,<0.004,<0.001,<0.06,<0.02,<2.5,,,,,,,
2011-06-27 00:00:00,WW_56,5.0,22.1,7.01,0.601,0.27,0.63,<0.10,,54.31,476.0,15.0,2.0,11.9,117.0,128.0,,0.28,3.1,,<5,<0.005,<0.0010,<5.0,<1.70,3.3,20.0,,1.9,,<0.05,<0.02,0.0368,0.0334,0.141,0.13,<0.001,<0.001,45.14,41.81,<0.01,<0.003,<10,<0.02,<0.005,0.39,<0.2,<0.03,<0.03,15.77,14.69,0.039,0.024,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,<0.001,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_76,5.6,20.3,7.52,3.879,0.49,1.15,0.71,,65.99,628.0,6.0,2.0,6.79,159.0,157.0,,0.52,4.2,,<5,<0.005,0.0011,<5.0,<1.80,3.8,680.0,,2.2,,<0.05,<0.02,0.0278,0.0246,0.198,0.19,<0.001,<0.001,63.61,59.67,<0.01,<0.003,<10,<0.02,<0.005,0.24,<0.2,<0.03,<0.03,21.89,20.74,0.0422,0.0346,,<0.2,,<0.008,<0.008,0.007,<0.03,<0.004,0.0012,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_57,5.6,21.4,7.07,3.554,0.18,0.91,0.42,,192.81,936.0,29.0,4.0,25.7,218.0,143.0,,0.65,5.9,,<5,0.006,0.001,,3.0,4.4,420.0,,9.5,,<0.05,<0.02,0.049,0.0408,0.244,0.24,<0.001,<0.001,89.24,82.18,<0.01,<0.003,<10,<0.02,<0.005,1.37,<0.2,<0.03,<0.03,33.63,31.45,0.1311,0.1201,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,0.0017,<0.06,<0.02,8.1,,,,,,,
2011-06-27 00:00:00,WW_58,4.4,22.5,7.67,3.688,0.44,1.03,0.65,,90.33,660.0,17.0,3.0,13.6,170.0,153.0,,0.57,4.5,,<5,<0.005,<0.0010,<5.0,,,640.0,,5.2,,<0.05,<0.02,0.0329,0.0273,0.201,0.19,<0.001,<0.001,68.61,61.53,<0.01,<0.003,<10,<0.02,<0.005,0.62,<0.2,<0.03,<0.03,24.23,22.09,0.0518,0.0362,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0014,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_54,8.1,15.6,6.85,13.067,0.19,1.38,1.58,,663.36,1794.0,10.0,2.0,10.6,192.0,165.0,,0.64,6.2,,<5,<0.005,0.0016,,<2.60,5.0,570.0,,4.7,,<0.05,<0.02,0.0329,0.0295,0.288,0.28,<0.001,<0.001,95.95,89.17,<0.01,<0.003,<10,<0.02,0.0062,0.58,<0.2,<0.03,<0.03,34.65,32.85,0.054,0.0402,,<0.2,,<0.008,0.011,<0.005,<0.03,<0.004,0.0018,<0.06,0.023,<2.5,,,,,,,
2011-06-27 00:00:00,WW_97,7.1,20.6,7.6,6.066,0.18,0.83,0.74,,320.2,1204.0,53.0,7.0,41.2,215.0,144.0,,0.5,5.6,,<5,<0.005,0.0015,,<2.90,6.0,370.0,,4.8,,<0.05,<0.02,0.0501,0.0388,0.244,0.23,<0.001,<0.001,93.98,81.7,<0.01,<0.003,<10,<0.02,<0.005,2.03,<0.2,<0.03,<0.03,36.03,31.71,0.1368,0.078,,<0.2,,<0.008,<0.008,0.006,<0.03,<0.004,0.0017,<0.06,<0.02,4.5,,,,,,,
2011-06-27 00:00:00,WW_52,6.2,20.7,7.69,2.159,0.27,1.23,0.26,,112.47,702.0,64.0,10.0,38.8,218.0,102.0,,1.74,6.2,B,<5,<0.005,0.001,,<2.10,2.7,990.0,,10.8,,<0.05,<0.02,0.0493,0.0376,0.177,0.17,<0.001,<0.001,90.25,82.18,<0.01,<0.003,<10,<0.02,<0.005,2.29,<0.2,<0.03,<0.03,34.47,31.48,0.1234,0.069,,<0.2,,<0.008,<0.008,0.006,<0.03,<0.004,0.0017,<0.06,<0.02,5.3,,,,,,,
2011-06-27 00:00:00,WW_59,5.3,21.8,7.38,3.05,0.66,1.12,0.65,,84.32,674.0,23.0,4.0,18.6,168.0,152.0,,0.54,4.5,,<5,<0.005,0.0012,<5.0,,,1100.0,,3.2,,<0.05,<0.02,0.0348,0.0286,0.195,0.19,<0.001,<0.001,67.18,61.2,<0.01,<0.003,<10,<0.02,<0.005,0.78,<0.2,<0.03,<0.03,23.8,21.99,0.064,0.0445,,<0.2,,<0.008,0.011,0.005,<0.03,<0.004,0.0012,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_43,6.6,21.7,7.58,2.42,0.61,1.01,1.09,,100.24,704.0,42.0,7.0,26.6,186.0,152.0,,0.57,4.9,,<5,<0.005,0.0014,<5.0,,,140.0,,2.8,,<0.05,<0.02,0.0379,0.0277,0.195,0.19,<0.001,<0.001,72.57,65.8,<0.01,<0.003,<10,<0.02,<0.005,1.44,<0.2,<0.03,<0.03,26.8,24.54,0.0682,0.0365,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,0.0014,<0.06,<0.02,,,,,,,,
2011-06-27 00:00:00,WW_92,4.6,27.5,7.37,4.959,1.37,2.13,1.01,,79.75,678.0,7.0,1.0,4.88,176.0,161.0,,0.59,5.2,,<5,<0.005,0.0019,<5.0,,,<10,,3.4,,<0.05,<0.02,0.0233,0.02,0.251,0.24,<0.001,<0.001,67.51,60.73,<0.01,<0.003,<10,<0.02,<0.005,0.28,<0.2,<0.03,<0.03,24.2,22.04,0.0595,0.0502,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0014,<0.06,<0.02,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Limit,,1.0,,,0.04,0.1,0.5,0.1,,2.0,60.0,4.0,,1.0,10.0,10.0,,0.1,1.0,,5.0,0.005,0.001,5.0,,,,,,,0.05,0.02,0.004,0.004,0.06,0.07,0.001,0.001,0.3,0.3,0.01,0.003,10.0,0.02,0.005,0.2,0.2,0.03,0.03,0.3,0.3,0.003,0.003,,0.2,,0.008,0.008,0.005,0.03,0.004,0.001,0.06,0.02,2.5,,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A= Method blank criteria exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B= Insufficient preservation; preservation added prior to analysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q = Soluble > Total; soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AH = Regulatory limit exceedance, result not confirmed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS = Reporting Limit = 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV = Sample run on low level instrument.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: WW_77 dated 6/6/11 was cancelled due to insufficient flow for sample collection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
