collect,sampling,do,temp,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,alk,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2011-11-21 00:00:00,ww_42,6.7,14.5,,6.95,6.976,0.47,1.59,0.57,77.76,568.0,8.0,2.0,4.33,167.0,147.0,0.76,5.6,<5,<0.005,0.0013,<5,,,2000.0,2.0,<0.05,<0.02,0.0187,0.0154,0.33,0.32,<0.001,<0.001,65.59,62.22,<0.01,<0.003,<10,<0.02,<0.005,0.3,<0.2,<0.03,<0.03,23.41,22.25,0.0382,0.0315,,<0.2,,0.009,0.015,<0.005,<0.03,<0.004,0.0014,<0.06,0.047,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-21 00:00:00,ww_48,7.1,13.9,,6.75,7.187,0.31,1.18,0.79,86.64,588.0,9.0,2.0,6.24,173.0,146.0,0.72,6.1,<5,<0.005,0.0014,17.2,,,590.0,1.3,<0.05,<0.02,0.0203,0.0168,0.309,0.3,<0.001,<0.001,67.5,64.43,<0.01,<0.003,<10,<0.02,<0.005,0.28,<0.2,<0.03,<0.03,24.39,22.96,0.0306,0.0318,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0015,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_50,10.4,16.5,,7.03,0.061,0.11,<0.50,<0.10,45.95,414.0,<4,1.0,1.17,96.0,99.0,0.38,5.1,<5,<0.005,<0.0010,,<1.30,<1.50,<10,2.6,<0.05,<0.02,0.0329,0.032,0.253,0.26,<0.001,<0.001,35.36,34.72,<0.01,<0.003,<10,<0.02,<0.005,<0.2,<0.2,<0.03,<0.03,12.59,12.48,0.022,0.0154,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,<0.001,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_86,3.0,6.8,,6.89,0.173,1.73,1.99,0.37,51.6,380.0,9.0,5.0,6.64,181.0,55.0,0.47,7.9,<5,0.005,<0.0010,<5,,,66000.0,9.2,<0.05,<0.02,0.027,0.0205,0.319,0.32,<0.001,<0.001,61.43,60.44,<0.01,<0.003,<10,<0.02,<0.005,1.1,<0.2,<0.03,<0.03,18.04,17.89,0.3321,0.3224,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0015,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_55,8.4,7.3,,7.14,0.447,0.16,<0.50,<0.10,48.48,388.0,11.0,1.0,8.71,110.0,81.0,0.23,3.4,<5,<0.005,<0.0010,,<1.30,4.8,70.0,1.8,<0.05,<0.02,0.0295,0.0263,0.096,0.1,<0.001,<0.001,42.39,40.14,<0.01,<0.003,<10,<0.02,<0.005,0.46,<0.2,<0.03,<0.03,14.18,13.61,0.0345,0.0142,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,<0.001,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_56,9.6,11.1,,7.24,4.566,0.32,0.64,1.07,64.84,372.0,18.0,3.0,11.6,140.0,104.0,0.43,4.2,<5,<0.005,<0.0010,<5,<1.50,3.3,560.0,1.9,<0.05,<0.02,0.0248,0.0229,0.149,0.15,<0.001,<0.001,56.08,54.58,<0.01,<0.003,<10,<0.02,<0.005,0.53,<0.2,<0.03,<0.03,19.19,18.74,0.0609,0.0505,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0012,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_76,7.7,11.7,,7.19,7.449,0.31,0.72,1.48,62.36,332.0,9.0,3.0,6.85,136.0,111.0,0.52,6.0,<5,<0.005,0.0011,<5,<1.60,2.5,3700.0,1.1,<0.05,<0.02,0.0187,0.0153,0.162,0.17,<0.001,<0.001,56.71,54.86,<0.01,<0.003,<10,<0.02,<0.005,0.34,<0.2,<0.03,<0.03,19.01,18.53,0.0399,0.0346,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,0.0012,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_57,9.1,8.8,,7.75,1.726,0.15,0.54,0.27,81.59,446.0,39.0,6.0,33.2,156.0,84.0,0.35,6.1,<5,<0.005,<0.0010,,<1.70,2.7,3800.0,5.5,<0.05,<0.02,0.0295,0.0216,0.119,0.12,<0.001,<0.001,55.87,52.42,<0.01,<0.003,<10,<0.02,<0.005,1.72,<0.2,<0.03,<0.03,22.03,20.48,0.0758,0.0471,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0013,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_58,7.8,10.0,,7.24,4.721,0.32,0.94,0.98,81.12,450.0,23.0,4.0,17.2,144.0,100.0,0.45,5.2,<5,<0.005,<0.0010,<5,,,4100.0,3.5,<0.05,<0.02,0.0254,0.0181,0.137,0.14,<0.001,<0.001,54.63,52.43,<0.01,<0.003,<10,<0.02,<0.005,1.1,<0.2,<0.03,<0.03,19.83,18.99,0.0538,0.0368,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0013,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_54,5.5,11.7,,7.37,1.938,0.2,0.96,0.26,408.18,508.0,42.0,6.0,36.6,167.0,88.0,0.29,6.8,<5,<0.005,<0.0010,,<2.10,2.8,2800.0,7.3,<0.05,<0.02,0.0308,0.0227,0.113,0.12,<0.001,<0.001,59.41,57.99,<0.01,<0.003,<10,<0.02,<0.005,1.99,<0.2,<0.03,<0.03,25.93,25.08,0.0734,0.0348,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0013,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_97,7.7,6.0,,7.6,5.885,0.17,0.96,0.55,134.27,978.0,11.0,2.0,13.0,186.0,105.0,0.42,5.7,<5,<0.005,0.0011,,<2.20,2.5,24000.0,4.0,<0.05,<0.02,0.0231,0.0201,0.181,0.18,<0.001,<0.001,68.31,65.78,<0.01,<0.003,<10,<0.02,<0.005,0.67,<0.2,<0.03,<0.03,26.24,25.47,0.0543,0.0387,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0014,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_52,5.7,7.5,,7.62,1.881,0.24,0.88,0.31,49.2,368.0,86.0,10.0,63.2,175.0,62.0,0.57,9.3,<5,<0.005,0.0011,,<1.40,2.8,46000.0,7.2,<0.05,<0.02,0.0388,0.0253,0.093,0.09,<0.001,<0.001,58.53,54.89,<0.01,<0.003,<10,<0.02,<0.005,3.25,<0.2,<0.03,<0.03,24.4,22.46,0.1085,0.0531,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0012,<0.06,<0.02,<2.5,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_59,5.0,10.1,,7.67,7.629,0.37,1.05,1.47,112.96,614.0,48.0,8.0,23.4,166.0,130.0,0.61,5.3,<5,<0.005,0.0012,<5,,,2000.0,1.7,<0.05,<0.02,0.03,0.0199,0.188,0.19,<0.001,<0.001,67.11,64.41,<0.01,<0.003,<10,<0.02,<0.005,1.41,<0.2,<0.03,<0.03,24.82,23.64,0.0769,0.0524,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0014,0.092,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_43,5.6,9.1,,7.43,5.273,0.47,1.03,2.06,108.33,562.0,16.0,3.0,12.5,164.0,121.0,0.58,5.3,<5,<0.005,0.0012,<5,,,590.0,0.4,<0.05,<0.02,0.0212,0.018,0.179,0.19,<0.001,<0.001,61.78,61.58,<0.01,<0.003,<10,<0.02,<0.005,0.58,<0.2,<0.03,<0.03,22.37,22.33,0.0805,0.0718,,<0.2,,<0.008,<0.008,<0.005,<0.03,<0.004,0.0014,<0.06,<0.02,,<2.0,<2.0,<2.0,<3.0,<3.0,<3.0
2011-11-28 00:00:00,ww_92,6.0,14.2,,7.52,7.686,0.47,1.38,0.89,99.69,606.0,10.0,3.0,5.22,170.0,147.0,0.73,5.6,<5,<0.005,<0.0010,<5,,,450.0,1.0,<0.05,<0.02,0.0217,0.019,0.231,0.23,<0.001,<0.001,67.28,65.99,<0.01,<0.003,<10,<0.02,<0.005,0.3,<0.2,<0.03,<0.03,24.13,23.81,0.0244,0.0202,,<0.2,,<0.008,<0.008,0.005,<0.03,<0.004,0.0015,<0.06,<0.02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,,0.04,0.1,0.5,0.1,2.0,60.0,4.0,,1.0,10.0,10.0,0.1,1.0,5.0,0.005,0.001,5.0,,,,,0.05,0.02,0.004,0.004,0.06,0.07,0.001,0.001,0.3,0.3,0.01,0.003,10.0,0.02,0.005,0.2,0.2,0.03,0.03,0.3,0.3,0.003,0.003,,0.2,,0.008,0.008,0.005,0.03,0.004,0.001,0.06,0.02,2.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_=_result_not_determined_in_the_field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_soluble_>_total;_soluble_result_not_reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
note:_ww_49_dated_11/28/11__was_cancelled_due_to_pco_malfunction___no_sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
