Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,TURB,ALK,CL   ,CL,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr tot,Cr sol,Cr sol ,Cr6   ,Cr6,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn Sol ,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2010-06-28 00:00:00,WW_86,2.9,23.6,7.3,0.0,3.5,4.98,1.09,62.75,502.0,18.0,9.0,12.0,AK,230.0,92.0,,0.57,9.4,0.0,0.0,0.001,0.0,-----,-----,240000.0,-----,9.6,0.0,0.0,0.0388,0.0276,0.368,0.366,0.0,0.0,76.5,72.38,0.0,,0.0,,0.0,,0.0,0.0,1.42,0.037,0.0,0.0,20.87,20.328,0.2587,0.247,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,-----,,,,,,
2010-06-28 00:00:00,WW_55,7.5,25.0,8.32,0.245,0.0,0.0,0.0,39.01,284.0,4.0,0.0,3.0,AK,102.0,65.0,,0.18,2.6,0.0,0.0,0.0,-----,<2.06,2.91,130.0,-----,8.1,0.0,0.0,0.0246,0.0246,0.08,0.084,0.0,0.0,35.69,34.8,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.216,0.0153,0.0044,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,,,,,,
2010-06-28 00:00:00,WW_56,10.1,26.9,8.46,0.313,0.0,0.95,0.12,39.37,304.0,15.0,7.0,10.4,AK,111.0,64.0,,0.22,3.8,0.0,0.0,0.0,0.0,<2.19,4.26,230.0,-----,65.1,0.0,0.0,0.027,0.025,0.096,0.095,0.0,0.0,39.87,36.92,0.0,,0.0,,0.0,,0.0,0.0,0.31,0.0,0.0,0.0,13.13,12.501,0.0287,0.0,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----,,,,,,
2010-06-28 00:00:00,WW_57,4.8,24.2,7.71,1.129,0.23,1.14,0.41,83.08,440.0,70.0,9.0,38.4,AK,149.0,79.0,,0.29,6.8,0.0,0.0,0.0,-----,<3.82,4.19,3500.0,-----,4.7,0.0,0.0,0.0379,0.0286,0.132,0.136,0.0,0.0,51.02,47.64,0.0033,,0.0,,0.0,,0.0,0.0,2.47,0.162,0.0,0.0,18.54,17.502,0.0932,0.0246,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,14.0,,,,,,
2010-06-28 00:00:00,WW_58,5.2,24.2,7.42,1.594,0.22,0.98,0.47,71.42,402.0,19.0,0.0,16.0,AK,144.0,82.0,,0.29,6.0,0.0,0.0,0.0,0.0,-----,-----,5900.0,-----,6.0,0.0,0.0,0.0288,0.0254,0.125,0.124,0.0,0.0,50.23,47.11,0.0,,0.0,,0.0,,0.0,0.0,0.87,0.113,0.0,0.0,17.46,16.588,0.0388,0.0253,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----,,,,,,
2010-06-28 00:00:00,WW_54,7.2,21.9,7.31,4.583,0.1,1.02,0.87,442.28,1110.0,21.0,0.0,22.2,AK,208.0,117.0,,0.42,5.7,0.0,0.0,0.0013,-----,<2.87,5.32,720.0,-----,3.8,0.0,0.0,0.0355,0.0335,0.211,0.213,0.0,0.0,77.29,75.05,0.0,,0.0,,0.0,,0.0,0.0,0.83,0.077,0.0,0.0,28.26,27.856,0.0544,0.0362,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.022,2.7,,,,,,
2010-06-28 00:00:00,WW_97,6.1,20.8,7.34,1.28,0.14,1.37,0.52,86.45,442.0,78.0,11.0,98.0,AK,144.0,74.0,,0.25,6.7,0.0,0.0,0.0,-----,<3.04,5.79,2300.0,-----,6.6,0.0,0.0,0.0387,0.0258,0.111,0.114,0.0,0.0,50.69,47.34,0.0038,,0.0,,0.0,,0.0,0.0,3.35,0.102,0.0,0.0,19.23,17.357,0.1232,0.037,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,9.9,,,,,,
2010-06-28 00:00:00,WW_52,5.4,24.4,7.29,1.737,0.18,1.4,0.43,60.3,486.0,77.0,12.0,60.4,AK,178.0,60.0,,0.36,8.7,0.0,0.0,0.0,-----,<2.04,7.33,2500.0,-----,4.7,0.0,0.0,0.043,0.0315,0.12,0.123,0.0,0.0,60.66,56.34,0.0031,,0.0,,0.0,,0.0,0.0,3.07,0.127,0.0,0.0,23.49,21.786,0.1838,0.1078,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,6.1,,,,,,
2010-06-28 00:00:00,WW_59,5.2,24.4,7.38,1.951,0.34,1.19,0.5,54.94,444.0,10.0,0.0,5.5,AK,146.0,89.0,,0.31,5.1,53.0,0.0,0.0,0.0,-----,-----,7800.0,-----,8.5,0.0,0.0,0.0253,0.0234,0.135,0.142,0.0,0.0,52.31,48.51,0.0,,0.0,,0.0,,0.0,0.0,0.46,0.074,0.0,0.0,17.65,16.702,0.044,0.0319,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----,,,,,,
2010-06-28 00:00:00,WW_43,5.0,24.8,7.48,1.22,0.68,1.39,0.42,47.85,374.0,11.0,0.0,6.0,AK,130.0,73.0,,0.25,4.8,0.0,0.0,0.0,0.0,-----,-----,6400.0,-----,6.5,0.0,0.0,0.0235,0.0221,0.101,0.106,0.0,0.0,43.56,41.85,0.0,,0.0,,0.0,,0.0,0.0,0.44,0.096,0.0,0.0,15.19,14.729,0.0576,0.0408,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----,,,,,,
2010-06-28 00:00:00,WW_92,4.4,26.4,7.02,2.239,0.56,1.15,0.53,55.81,394.0,16.0,7.0,3.6,AK,136.0,108.0,,0.35,4.7,0.0,0.0,0.0,0.0,-----,-----,840.0,-----,3.6,0.0,0.0,0.0225,0.0211,0.135,0.134,0.0,0.0,48.27,47.44,0.0,,0.0,,0.0,,0.0,0.0,0.35,0.06,0.0,0.0,17.05,16.719,0.0354,0.024,,0.0,-----,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.04,0.1,0.5,0.1,2.0,40.0,4.0,,1.0,,20.0,15.0,,0.1,1.0,5.0,0.005,0.001,5.0,,,,,,0.05,0.05,0.0015,0.0015,0.07,0.03,0.01,0.003,0.35,0.1,0.003,,0.0025,,10.0,,0.007,0.008,0.1,0.025,0.03,0.02,0.3,0.025,0.0025,0.001,,0.2,0.2,0.01,0.0035,0.1,0.1,0.002,0.004,0.018,0.015,0.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK = A verified reporting limit standard was not analyzed.  Proper procedure was not followed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL = Analyzed using low level chloride method SM 4500 Cl-E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM = High results not found historically for this sampling point.  Sampling point was resampled on 17-jun-2010.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN = Matrix interference indicated by matrix spike sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q = Soluble > Total; Soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K = Contamination suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
