collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),so4(qual_code),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),radiochem(alpha),radiochem(qual_code),radiochem(beta),radiochem(qual_code),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),mn_sol(qual_code),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),hg_ll(ng/l),hg_ll(qual_code),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes_(total)(ug/l),m__and/or_p_xylenes(ug/l),o_xylene(ug/l)
2010-04-19 00:00:00,ww_42,4.9,15.7,6.99,4.827,0.74,1.67,0.5,76.76,,750.0,10.0,0.0,4.17,193.0,213.0,0.65,5.4,0.0,0.0,0.0012,0.0,_____,,_____,,140.0,_____,3.2,0.0,0.0,0.0253,0.0245,0.262,0.263,0.0,0.0,74.03,73.15,0.0,0.0,0.0,0.0,0.0,0.24,0.032,0.0,0.0,27.26,27.198,0.0248,0.0213,,0.0,_____,0.0,0.0036,0.0,0.0,0.0,0.0,0.028,0.02,_____,,,,,,,
2010-04-19 00:00:00,ww_48,5.3,16.3,7.11,5.303,0.69,1.66,1.03,96.6,,760.0,11.0,0.0,5.47,195.0,211.0,0.64,5.5,0.0,0.0,0.0,0.0,_____,,_____,,100.0,_____,4.6,0.0,0.0,0.0257,0.0251,0.277,0.274,0.0,0.0,77.2,74.1,0.0,0.0,0.0,0.0,0.0,0.3,0.029,0.0,0.0,28.86,27.861,0.0426,0.0376,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.02,_____,,,,,,,
2010-04-26 00:00:00,ww_50,7.3,13.5,6.83,0.118,0.0,0.5,0.0,48.24,,366.0,4.0,0.0,1.98,116.0,76.0,0.35,4.3,0.0,0.0,0.0,_____,<1.28,,<5.01,,<10,20.0,2.0,0.0,0.0,0.0403,0.0394,0.225,0.214,0.0,0.0,43.92,42.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,12.7,0.0348,0.0198,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.91,,,,,,,
2010-04-26 00:00:00,ww_55,8.4,13.2,7.28,0.642,0.13,0.68,0.0,79.86,,530.0,5.0,0.0,4.13,114.0,150.0,0.28,3.6,0.0,0.0,0.0,_____,<3.87,,<5.09,,<10,<10,5.3,0.0,0.0,0.0359,0.0338,0.174,0.158,0.0,0.0,52.69,49.46,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,16.74,16.258,0.0245,0.0061,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,,,,,,,
2010-04-26 00:00:00,ww_56,9.5,14.3,7.47,0.976,0.19,1.11,0.2,93.53,,586.0,13.0,0.0,11.6,131.0,174.0,0.35,4.2,0.0,0.0,0.0,0.0,<1.87,,9.8,,<10,20.0,27.7,0.0,0.0,0.0379,0.0357,0.202,0.191,0.0,0.0,58.4,57.53,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,19.37,19.872,0.0267,0.0035,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,,,,,,,
2010-04-26 00:00:00,ww_76,6.9,14.7,7.5,6.06,0.33,1.64,1.73,81.31,,606.0,6.0,0.0,3.81,150.0,167.0,0.58,5.8,0.0,0.006,0.0,0.0,<4.11,,<6.29,,3200.0,2600.0,8.7,0.0,0.0,0.0185,0.0168,0.199,0.183,0.0,0.0,67.83,62.61,0.0,0.0,0.0,0.0,0.0,0.11,0.041,0.0,0.0,22.0,21.669,0.0199,0.0156,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.017,_____,,,,,,,
2010-04-26 00:00:00,ww_57,7.6,13.3,7.76,1.568,0.27,1.63,0.34,104.34,,594.0,82.0,13.0,53.5,138.0,148.0,0.3,5.8,0.0,0.006,0.0,_____,<3.75,,<5.54,,11000.0,_____,15.4,0.0,0.0,0.0371,0.0261,0.124,0.115,0.0,0.0,59.04,51.42,0.0031,0.0,0.0,0.0087,0.0,3.33,0.099,0.0,0.0,21.61,19.778,0.113,0.0449,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,21.3,,,,,,,
2010-04-26 00:00:00,ww_58,7.5,13.6,7.56,3.237,0.28,1.48,0.95,101.56,,618.0,23.0,5.0,17.7,144.0,157.0,0.42,5.6,0.0,0.006,0.0,0.0,_____,,_____,,3300.0,_____,10.9,0.0,0.0,0.0276,0.0232,0.162,0.15,0.0,0.0,59.79,57.0,0.0,0.0,0.0,0.0,0.0,0.52,0.068,0.0,0.0,20.92,21.139,0.0569,0.0375,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,_____,,,,,,,
2010-04-26 00:00:00,ww_54,7.9,14.3,7.39,3.154,0.0,1.13,0.47,231.83,,746.0,45.0,8.0,40.8,152.0,115.0,0.29,8.3,0.0,0.0,0.0012,_____,<4.12,,8.64,,1900.0,_____,9.6,0.0,0.0,0.0314,0.0284,0.129,0.124,0.0,0.0,60.06,54.95,0.0,0.0,0.0,0.0,0.0,2.28,0.143,0.0,0.0,21.38,21.225,0.0767,0.0348,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,na,aj,,,,,,
2010-04-26 00:00:00,ww_97,7.2,13.4,7.74,1.589,0.17,1.46,0.33,103.88,,572.0,89.0,11.0,58.7,145.0,134.0,0.25,7.4,0.0,0.0,0.0,_____,5.64,,9.11,,2000.0,_____,17.3,0.0,0.0,0.0361,0.0257,0.118,0.111,0.0,0.0,61.22,53.25,0.0,0.0,0.0,0.0,0.0,3.57,0.09,0.0,0.0,23.95,22.643,0.1312,0.0497,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,na,aj,,,,,,
2010-04-26 00:00:00,ww_52,7.6,13.4,7.63,1.884,0.16,1.51,0.31,109.7,ag,430.0,96.0,12.0,84.5,161.0,85.0,0.37,10.3,0.0,0.0,0.0,_____,<4.21,,9.58,,4200.0,_____,19.7,0.0,0.0,0.0413,0.0285,0.113,0.11,0.0,0.0,60.47,53.66,0.0,0.0,0.0,0.0,0.0,4.78,0.143,0.0,0.0,23.63,22.654,0.1322,0.0666,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,na,aj,,,,,,
2010-04-26 00:00:00,ww_59,5.2,14.6,7.45,3.01,0.28,1.3,1.04,60.13,,622.0,18.0,4.0,16.9,150.0,167.0,0.42,5.9,0.0,0.0,0.0013,0.0,_____,,_____,,810.0,_____,7.3,0.0,0.0,0.0292,0.0249,0.172,0.16,0.0,0.0,67.31,60.84,0.0,0.0,0.0,0.0,0.0,0.58,0.057,0.0,0.0,24.03,23.238,0.0707,0.0599,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,_____,,,,,,,
2010-04-26 00:00:00,ww_43,6.7,14.3,7.55,6.083,0.38,1.59,2.74,133.56,,760.0,18.0,6.0,11.2,184.0,199.0,0.64,6.5,0.0,0.0,0.0016,0.0,_____,,_____,,30.0,_____,8.9,0.0,0.0,0.0277,0.0248,0.243,0.226,0.0,0.0,87.43,78.76,0.0,0.0,0.0,0.0,0.0,0.38,0.041,0.0,0.0,30.25,29.653,0.0672,0.058,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.015,_____,,,,,,,
2010-04-26 00:00:00,ww_92,5.6,14.8,7.48,6.693,0.5,1.69,1.45,118.37,,764.0,5.0,0.0,4.38,181.0,210.0,0.73,5.5,0.0,0.0,0.0013,0.0,_____,,_____,,20.0,_____,4.4,0.0,0.0,0.0255,0.0238,0.281,0.269,0.0,0.0,81.65,75.74,0.0,0.0,0.0,0.0,0.0,0.19,0.032,0.0,0.0,28.49,28.474,0.036,0.0308,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.018,_____,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,0.04,0.1,0.5,0.1,2.0,,40.0,4.0,,1.0,20.0,15.0,0.1,1.0,5.0,0.005,0.001,5.0,,,,,,,,0.05,0.05,0.0015,0.0015,0.07,0.03,0.01,0.003,0.35,0.1,0.003,0.0025,10.0,0.007,0.008,0.1,0.025,0.03,0.02,0.3,0.025,0.0025,0.001,,0.2,0.2,0.01,0.0035,0.1,0.1,0.002,0.004,0.018,0.015,0.5,,2.0,2.0,2.0,3.0,3.0,3.0
k_=_contamination_is_suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ag_=_compromised_sample_identification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
