collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tkn,tot_p,tot_p,so4,tds,tds,ss,vss,turb,turb,alk,cl,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,chlorophyll_a,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_tot,cr_sol,cr6,cr6,cu_tot,cu_sol,fe_tot,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,hg_ll,benzene,ethylbenzene,toluene,xylenes_(total),m__and/or_p_xylenes,o_xylene
2010-07-26 00:00:00,ww_56,6.3,25.9,7.25,0.697,0.19,0.66,,0.29,,40.87,314.0,,18.0,4.0,62.21,ak,101.0,53.0,,0.2,3.7,0.0,0.0,0.0,0.0,<2.52,5.75,2100.0,650.0,14.2,,0.0,0.0,0.0235,0.0213,0.078,0.078,0.0,0.0,35.7,34.94,0.0,,0.0,0.0,,0.0,0.0,0.33,,0.0,0.0,0.0,12.72,12.671,0.0427,0.0109,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_76,4.8,24.3,7.3,3.177,0.4,0.9,,0.91,,49.73,440.0,,6.0,0.0,63.42,ak,129.0,73.0,,0.34,4.2,0.0,0.0,0.0,0.0,<1.84,<5.52,20000.0,10000.0,8.5,,0.0,0.0,0.0181,0.0166,0.133,0.13,0.0,0.0,45.59,45.31,0.0,,0.0,0.0,,0.0,0.0,0.14,,0.0,0.0,0.0,14.8,15.212,0.0473,0.038,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_54,7.8,22.8,7.23,5.409,0.21,1.03,,0.79,,392.04,954.0,,76.0,8.0,64.63,ak,156.0,91.0,,0.36,5.9,0.0,0.0,0.0,_____,<4.71,6.82,2300.0,_____,8.8,,0.0,0.0,0.0375,0.028,0.187,0.186,0.0,0.0,58.54,56.9,0.0037,,0.0,0.0,,0.0,0.0,2.2,,0.062,0.0,0.0,20.98,21.017,0.0855,0.0238,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,5.2,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_97,6.9,24.0,7.68,1.556,0.19,1.03,,0.46,,147.75,436.0,,108.0,12.0,65.84,ak,112.0,60.0,,0.26,7.7,0.0,0.0,0.0,_____,<2.75,6.85,1400.0,_____,11.4,,0.0,0.0,0.0386,0.0209,0.11,0.113,0.0,0.0,43.18,38.99,0.0045,,0.0,0.0,,0.0076,0.0,4.12,,0.095,0.0,0.0,17.51,15.949,0.1422,0.0257,,0.0,_____,0.02,0.0,0.0,0.0,0.0,0.0,0.031,0.0,72.0,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_52,6.3,23.8,7.66,2.082,0.23,1.15,,0.42,,46.72,324.0,,100.0,10.0,67.05,ak,115.0,40.0,,0.3,9.5,0.0,0.0,0.0,_____,1.88,6.7,3900.0,_____,11.1,,0.0,0.0,0.0462,0.0249,0.093,0.099,0.0,0.0,42.23,38.63,0.0062,,0.0,0.0,,0.0079,0.0,4.97,,0.122,0.0,0.0,16.3,14.695,0.1734,0.0682,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,_____,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_59,4.7,22.9,7.45,2.311,0.33,0.99,,0.76,,58.4,406.0,,12.0,0.0,68.26,ak,115.0,66.0,,0.31,4.9,0.0,0.0,0.0,0.0,_____,_____,5100.0,_____,6.5,,0.0,0.0,0.0214,0.0185,0.118,0.12,0.0,0.0,41.3,41.12,0.0,,0.0,0.0,,0.0,0.0,0.47,,0.058,0.0,0.0,13.49,13.996,0.0509,0.0377,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_43,5.1,24.1,7.34,2.552,0.39,1.02,,0.83,,57.1,362.0,,11.0,0.0,69.47,ak,107.0,68.0,,0.3,4.8,0.0,0.0,0.0,0.0,_____,_____,1300.0,_____,5.7,,0.0,0.0,0.0211,0.0189,0.111,0.114,0.0,0.0,39.19,39.54,0.0,,0.0,0.0,,0.0,0.0,0.4,,0.06,0.0,0.0,12.13,12.873,0.0439,0.0365,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,<2,<2,<2,<3,<3,<3
2010-07-26 00:00:00,ww_92,2.8,24.7,7.4,3.044,0.51,1.18,,0.4,,67.33,474.0,,9.0,0.0,70.68,ak,113.0,99.0,,0.31,4.6,0.0,0.0,0.0,0.0,_____,_____,4500.0,_____,3.5,,0.0,0.0,0.0236,0.0214,0.139,0.141,0.0,0.0,42.18,41.62,0.0,,0.0,0.0,,0.0,0.0,0.3,,0.057,0.0,0.0,14.39,15.089,0.0267,0.0225,,0.0,_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,_____,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report_limit,,1.0,,,0.04,0.1,0.5,,0.1,,2.0,40.0,,4.0,,1.0,,20.0,15.0,,0.1,1.0,5.0,0.005,0.001,5.0,,,,,,,0.05,0.05,0.0015,0.0015,0.07,0.03,0.01,0.003,0.35,0.1,0.003,,0.0025,10.0,,0.007,0.008,0.1,,0.025,0.03,0.02,0.3,0.025,0.0025,0.001,,0.2,0.2,0.01,0.0035,0.1,0.1,0.002,0.004,0.018,0.015,0.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_=_analysis_hold_time_exceeded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_=_contamination_suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l_=_unable_to_confirm_result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q_=_soluble_>_total;_soluble_result_not_reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x_=_matrix_spike_failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z_=_method_blank_failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ak_=_a_verified_reporting_limit_standard_was_not_analyzed.__proper_procedure_was_not_followed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
al_=_analyzed_using_low_level_chloride_method_sm_4500_cl_e.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
