Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,TDS,SS  ,VSS ,TURB,ALK,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-11-23 00:00:00,WW_50,6.7,10.5,7.1,0.0,0.1,0.53,0.0,42.5,352.0,,3.0,0.0,1.97,118.0,90.0,0.35,4.9,0.0,0.0,0.0,,<1.82,<4.30,20.0,,3.6,0.0,0.0,0.034,0.0326,0.245,0.224,0.0,0.0,38.3,38.15,0.0,0.0,0.0,,0.0,0.0,0.0,0.026,0.0,0.0,12.93,12.172,0.0351,0.0158,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.59,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_55,7.3,11.3,7.4,0.431,0.13,0.28,0.0,61.29,346.0,,4.0,0.0,2.27,109.0,68.0,0.24,3.0,0.0,0.0,0.0,,<2.23,5.05,<10,,1.8,0.0,0.0,0.0268,0.0259,0.104,0.092,0.0,0.0,40.25,39.73,0.0,0.0,0.0,,0.0,0.0,0.15,0.0,0.0,0.0,13.72,13.458,0.0205,0.01,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,2.47,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_56,6.7,11.0,7.55,0.8,0.69,0.86,0.0,61.34,362.0,,13.0,0.0,10.5,143.0,67.0,0.25,3.8,0.0,0.0,0.0,0.0,<2.50,<4.69,9.0,,5.5,0.0,0.0,0.0295,0.027,0.123,0.111,0.0,0.0,50.27,47.86,0.0146,0.0,0.0,,0.0,0.0,0.42,0.0,0.0,0.0,17.41,16.467,0.0381,0.0176,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_76,5.9,12.5,7.1,6.39,0.45,1.39,3.99,93.55,596.0,,8.0,3.0,6.5,185.0,138.0,0.68,5.3,0.0,0.0,0.0,0.0,<3.58,5.92,2900.0,,,0.0,0.0,0.0194,0.0168,0.221,0.211,0.0,0.0,66.13,64.54,0.0,0.0,0.0,,0.0,0.0,0.27,0.041,0.0,0.0,23.05,22.491,0.0298,0.0223,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.02,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_57,8.4,9.5,7.79,4.784,0.0,0.92,0.67,249.11,904.0,,14.0,3.0,10.3,226.0,129.0,0.78,5.9,0.0,0.0,0.0,,<4.15,6.45,250.0,200.0,4.4,0.0,0.0,0.0351,0.0314,0.23,0.234,0.0,0.0,87.03,86.99,0.0,0.0,0.0,,0.0,0.0,0.61,0.038,0.0,0.0,33.56,33.736,0.0421,0.0291,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.011,7.85,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_58,6.3,13.1,7.12,5.798,0.46,1.34,3.8,108.93,614.0,,8.0,0.0,5.87,184.0,134.0,0.68,5.7,0.0,0.0,0.0,0.0,,,1500.0,2200.0,3.8,0.0,0.0,0.02,0.0174,0.234,0.211,0.0,0.0,68.68,65.38,0.0,0.0,0.0,,0.0,0.0,0.28,0.038,0.0,0.0,24.33,23.372,0.0333,0.027,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.019,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_54,8.5,17.8,7.14,12.645,0.12,1.06,1.96,745.36,1644.0,,4.0,0.0,4.02,186.0,136.0,0.64,5.6,0.0,0.0,0.0,,<11.70,7.16,1300.0,790.0,2.1,0.0,0.0,0.0281,0.0277,0.311,0.308,0.0,0.0,81.23,82.05,0.0,0.0,0.0,,0.0,0.0,0.24,0.084,0.0,0.0,29.73,30.482,0.0222,0.0229,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.037,2.14,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_97,8.8,10.9,7.91,6.888,0.0,1.05,1.13,408.84,1120.0,,12.0,3.0,9.46,232.0,146.0,0.5,5.4,0.0,0.0,0.0,,3.84,7.98,290.0,270.0,4.8,0.0,0.0,0.0333,0.0309,0.235,0.233,0.0,0.0,82.3,77.44,0.0,0.0,0.0,,0.0,0.0,0.52,0.047,0.0,0.0,31.85,30.561,0.0472,0.0381,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.014,2.56,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_52,8.8,9.5,8.01,5.627,0.1,0.91,0.52,112.21,620.0,,15.0,3.0,12.9,254.0,112.0,1.24,6.0,0.0,0.0,0.0,,<5.04,<5.59,980.0,850.0,3.3,0.0,0.0,0.0356,0.0304,0.207,0.201,0.0,0.0,88.0,84.09,0.0,0.0,0.0,,0.0,0.0,0.96,0.043,0.0,0.0,34.17,33.343,0.0576,0.0482,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.011,4.34,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_59,5.0,11.6,7.26,5.211,0.41,1.38,3.74,127.08,636.0,,10.0,3.0,6.34,185.0,136.0,0.64,5.3,0.0,0.0,0.0,0.0,,,300.0,230.0,2.1,0.0,0.0,0.0204,0.0185,0.214,0.209,0.0,0.0,68.05,69.08,0.0,0.0,0.0,,0.0,0.0,0.33,0.04,0.0,0.0,24.74,25.452,0.0383,0.0334,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.014,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_43,6.7,10.9,7.65,5.896,0.48,1.28,2.83,141.43,682.0,,10.0,0.0,5.25,193.0,138.0,0.65,5.3,0.0,0.0,0.0,0.0,,,40.0,9.0,2.3,0.0,0.0,0.0204,0.0185,0.214,0.209,0.0,0.0,68.05,69.08,0.0,0.0,0.0,,0.0,0.0,0.33,0.04,0.0,0.0,24.74,25.452,0.0383,0.0334,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.014,,<2,<2,<2,<3,<3,<3
2009-11-23 00:00:00,WW_92,5.3,17.2,7.17,6.643,0.46,1.45,1.58,103.24,614.0,,8.0,3.0,3.5,166.0,144.0,0.73,5.5,0.0,0.0,0.0,0.0,,,140.0,,5.4,0.0,0.0,0.0204,0.0185,0.214,0.209,0.0,0.0,68.05,69.08,0.0,0.0,0.0,,0.0,0.0,0.33,0.04,0.0,0.0,24.74,25.452,0.0383,0.0334,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.014,,,,,,,
2009-11-30 00:00:00,WW_92,6.6,15.8,7.8,6.098,0.18,1.06,1.03,76.13,494.0,,11.0,3.0,3.92,150.0,122.0,0.6,4.5,0.0,0.0,0.0,0.0,,,560.0,,0.9,0.0,0.0,0.0204,0.0185,0.214,0.209,0.0,0.0,68.05,69.08,0.0,0.0,0.0,AE,0.0,0.0,0.33,0.04,0.0,0.0,24.74,25.452,0.0383,0.0334,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.014,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,,3.0,,1.0,15.0,10.0,0.2,1.0,5.0,0.005,0.004,5.0,,,,,,0.05,0.025,0.003,0.001,0.045,0.01,0.01,0.002,0.3,0.1,0.0025,0.0025,10.0,,0.01,0.01,0.1,0.02,0.015,0.02,0.35,0.02,0.003,0.001,,0.25,0.25,0.01,0.002,0.1,0.1,0.003,0.003,0.015,0.01,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K = ,Contamination suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD = ,Reanalysis performed past holding time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE = ,MS/MSD RPD failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
