Collect    ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,ALK,CL   ,CL   ,F    ,F    ,TOC ,Phenol,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,E COLI,Chloroph,Chlorophyll-A,As tot,As sol,As sol,Ba tot,Ba sol,Ba sol,B tot,B sol,B sol,Cd tot,Cd sol,Cd sol,Ca tot,Ca sol,Ca sol,Cr tot,Cr sol,Cr sol,Cr6   ,Cu tot,Cu sol,Cu sol,Fe tot,Fe sol,Fe sol,Pb tot,Pb sol,Pb sol,Mg tot,Mg sol,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Ni sol,Se tot,Se sol,Se sol,Ag tot,Ag sol,Ag sol,Zn tot,Zn sol,Zn sol,Hg LL,Benzene,Ethylbenzene,Toluene,Xylenes (total),m- and/or p-Xylenes,o-Xylene
2009-08-17 00:00:00,WW_92,6.3,27.6,7.42,4.642,0.3,1.13,1.23,59.67,400.0,14.0,4.0,7.98,127.0,,88.0,,0.54,,3.9,0.0,,0.0,0.0,0.0,<2.40,6.62,160.0,160.0,32.0,,0.0,0.0,,0.0195,0.014,,0.158,0.152,,0.0,0.0,,49.07,43.17,,0.0028,0.0,,0.0,0.0,0.0,,0.35,0.0,,0.0,0.0,,17.52,15.371,,0.0213,0.0067,,0.0,,0.0,0.003,,0.0,0.0,,0.0,0.0,,0.027,0.013,,,,,,,,
2009-08-17 00:00:00,WW_42,5.6,23.1,7.41,6.104,0.4,1.05,0.73,50.88,392.0,16.0,4.0,7.43,126.0,,90.0,,0.6,,3.8,0.0,,0.0,0.0,0.0,,,2600.0,2400.0,6.3,,0.0,0.0,,0.0237,0.0135,,0.149,0.149,,0.0,0.0,,49.95,43.61,,0.0057,0.0,,0.0,0.0,0.0,,0.58,0.025,,0.0,0.0,,17.14,15.183,,0.0213,0.0129,,0.0,,0.0,0.0032,,0.0,0.0,,0.0,0.0,,0.049,0.014,,,,,,,,
2009-08-17 00:00:00,WW_48,6.5,23.9,7.57,4.662,0.33,1.03,0.99,52.14,382.0,17.0,5.0,9.63,127.0,X,83.0,X,0.52,,3.8,0.0,,0.0,0.0,0.0,,,730.0,770.0,20.3,,0.0,0.0,,0.0221,0.0145,,0.143,0.141,,0.0,0.0,,50.52,42.66,,0.0087,0.0,,0.0,0.0,0.0,,0.5,0.023,,0.0,0.0,,17.54,15.119,,0.0221,0.0086,,0.0,,0.0,0.0026,,0.0,0.0,,0.0,0.0,,0.032,0.013,,,,,,,,
2009-08-24 00:00:00,WW_49,9.8,17.5,7.54,0.277,0.0,0.41,0.0,22.13,162.0,0.0,0.0,1.47,110.0,,14.0,,0.0,,1.7,0.0,,0.0,0.0,,<1.87,<5.30,<10,,1.4,Z,0.0,0.0,,0.0204,0.0178,,0.064,0.033,,0.0,0.0,,34.98,31.66,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,11.54,10.382,,0.0105,0.0071,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,
2009-08-24 00:00:00,WW_50,8.0,22.0,8.02,0.0,0.0,1.17,0.0,47.34,304.0,8.0,4.0,5.03,89.0,,85.0,,0.39,,4.9,0.0,,0.0,0.0,,<3.03,<5.67,110.0,,5.8,Z,0.0,0.0,,0.034,0.0285,,0.32,0.298,,0.0,0.0,,32.57,27.68,,0.0,0.0,,0.0,0.0,0.0,,0.1,0.0,,0.0,0.0,,12.96,11.328,,0.0576,0.0097,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.39,,,,,,
2009-08-24 00:00:00,WW_55,8.5,21.8,7.38,0.243,0.0,0.62,0.0,26.67,198.0,3.0,0.0,2.89,106.0,,28.0,,0.0,,1.9,0.0,,0.0,0.0,,<4.40,<5.56,<10,,5.7,Z,0.0,0.0,,0.0228,0.0194,,0.0,0.045,,0.0,0.0,,36.25,32.44,,0.003,0.0,,0.0,0.0,0.0,,0.11,0.0,,0.0,0.0,,12.11,10.882,,0.0126,0.0047,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,
2009-08-24 00:00:00,WW_56,7.8,21.8,7.79,0.254,0.16,0.6,0.0,25.98,198.0,12.0,0.0,9.41,109.0,,27.0,,0.0,,2.0,0.0,,0.0,0.0,0.0,<3.73,<5.19,40.0,,4.0,Z,0.0,0.0,,0.0246,0.0196,,0.0,0.041,,0.0,0.0,,36.06,32.12,,0.0,0.0,,0.0,0.016,0.0,,0.38,0.0,,0.0,0.0,,12.33,10.909,,0.0223,0.0036,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,
2009-08-24 00:00:00,WW_76,5.8,21.4,7.52,2.274,0.29,1.18,1.11,41.51,322.0,11.0,0.0,9.53,132.0,,64.0,,0.34,,3.2,0.0,,0.0,0.0,0.0,<1.55,<4.92,2800.0,,4.2,Z,0.0,0.0,,0.0212,0.0162,,0.097,0.099,,0.0,0.0,,44.53,39.44,,0.0,0.0,,0.0,0.0,0.0,,0.4,0.0,,0.0,0.0,,15.15,13.397,,0.0288,0.0148,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.0,,,,,,,,
2009-08-24 00:00:00,WW_57,5.5,20.4,7.77,3.838,0.32,1.35,0.8,163.6,616.0,20.0,4.0,17.4,152.0,,120.0,,1.07,,5.5,0.0,,0.0,0.0,,<4.10,7.02,370.0,350.0,9.1,Z,0.0,0.0,,0.0303,0.0238,,0.227,0.237,,0.0,0.0,,62.51,56.76,,0.0,0.0,,0.0,0.0,0.0,,0.87,0.033,,0.0,0.0,,23.56,21.575,,0.0991,0.0655,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.019,0.0,,4.92,,,,,,
2009-08-24 00:00:00,WW_58,6.7,21.4,7.65,2.046,0.7,0.69,1.1,47.94,316.0,12.0,0.0,10.3,121.0,,57.0,,0.35,,3.3,0.0,,0.0,0.0,0.0,,,900.0,970.0,8.2,Z,0.0,0.0,,0.0208,0.016,,0.101,0.097,,0.0,0.0,,43.41,39.22,,0.0,0.0,,0.0,0.0,0.0,,0.41,0.0,,0.0,0.0,,14.81,13.51,,0.0541,0.0305,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.021,0.01,,,,,,,,
2009-08-24 00:00:00,WW_54,7.1,21.5,7.02,15.488,1.5,2.83,3.42,897.52,1804.0,9.0,4.0,7.79,173.0,,142.0,,0.79,,9.1,0.0,,0.0,0.0,,<4.94,10.1,740.0,520.0,5.7,Z,0.0,0.0,,0.0282,0.0231,,0.346,0.345,,0.0,0.0,,80.02,71.98,,0.0,0.0,,0.0,0.0,0.0,,0.34,0.069,,0.0,0.0,,29.5,26.486,,0.0503,0.0303,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.063,0.052,,7.22,,,,,,
2009-08-24 00:00:00,WW_97,6.5,23.0,7.69,7.937,0.19,1.31,1.7,238.94,818.0,32.0,4.0,21.7,175.0,,136.0,,0.56,,6.1,0.0,,0.0,0.0,,<2.91,<6.43,910.0,930.0,9.2,Z,0.0,0.0,,0.0334,0.0248,,0.27,0.269,,0.0,0.0,,71.29,66.55,,0.0,0.0,,0.0,0.0,0.0,,1.19,0.04,,0.0,0.0,,27.56,25.355,,0.0907,0.054,,0.0,,0.0,0.0021,,0.0,0.0,,0.0,0.0,,0.032,0.017,,11.8,,,,,,
2009-08-24 00:00:00,WW_52,6.3,19.7,7.7,6.005,0.28,1.39,0.79,132.39,636.0,42.0,6.0,38.8,197.0,,125.0,,1.54,,5.2,0.0,,0.0,0.0,,<3.11,5.77,2100.0,2000.0,6.6,Z,0.0,0.0,,0.0407,0.0265,,0.272,0.276,,0.0,0.0,,87.57,75.65,,0.0033,0.0,,0.0,0.0,0.0,,2.09,0.034,,0.02,0.0,,34.0,29.268,,0.1495,0.0963,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.04,0.014,,9.69,,,,,,
2009-08-24 00:00:00,WW_59,6.1,22.5,7.5,1.777,0.27,0.96,0.85,47.35,306.0,7.0,0.0,4.71,124.0,,59.0,,0.36,,3.1,0.0,,0.0,0.0,0.0,,,300.0,270.0,4.5,Z,0.0,0.0,,0.0201,0.0163,,0.091,0.092,,0.0,0.0,,42.04,39.73,,0.0,0.0,,0.0,0.0,0.0,,0.23,0.023,,0.0,0.0,,14.81,13.681,,0.0339,0.0238,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.015,0.01,,,,,,,,
2009-08-24 00:00:00,WW_43,6.0,22.8,7.44,2.709,0.24,1.35,1.69,57.16,352.0,9.0,3.0,7.3,120.0,,74.0,,0.37,,3.7,0.0,,0.0,0.0,0.0,,,80.0,60.0,7.3,Z,0.0,0.0,,0.0191,0.015,,0.116,0.126,,0.0,0.0,,43.77,41.05,,0.0,0.0,,0.0,0.0,0.0,,0.31,0.027,,0.0,0.0,,15.1,13.934,,0.0391,0.0266,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.02,0.012,,,,,,,,
2009-08-24 00:00:00,WW_92,5.9,25.8,7.39,5.297,0.36,1.43,1.15,66.4,380.0,13.0,0.0,9.15,108.0,,88.0,,0.44,,4.3,0.0,,0.0,0.0,0.0,,,140.0,,5.8,Z,0.0,0.0,,0.0187,0.0128,,0.147,0.147,,0.0,0.0,,44.13,39.91,,0.0029,0.0,,0.0,0.0,0.0,,0.39,0.028,,0.0,0.0,,15.06,13.543,,0.0863,0.0478,,0.0,,0.0,0.0025,,0.0,0.0,,0.0,0.0,,0.026,0.013,,,,,,,,
2009-08-31 00:00:00,WW_92,5.4,21.3,7.2,4.034,0.23,0.96,0.71,50.08,340.0,9.0,0.0,7.36,111.0,,78.0,,0.37,Z,3.7,0.0,,0.0,0.0,0.0,,,2000.0,,1.3,,0.0,0.0,,0.0174,0.0138,,0.141,0.135,,0.0,0.0,,40.3,37.44,,0.0026,0.0,,0.0,0.0,0.0,,0.34,0.049,,0.0,0.0,,13.67,12.916,,0.0227,0.016,,0.0,,0.0,0.0022,,0.0,0.0,,0.0,0.0,,0.025,0.013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report limit,,1.0,,,0.1,0.1,0.2,0.25,2.0,100.0,3.0,,1.0,15.0,,10.0,,0.2,,1.0,5.0,,0.005,0.004,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.025,,0.003,0.001,,0.045,0.01,,0.01,0.002,,0.3,0.1,,0.0025,0.0025,,10.0,0.01,0.01,,0.1,0.02,,0.015,0.02,,0.35,0.02,,0.003,0.001,,0.25,0.25,0.01,0.002,,0.1,0.1,,0.003,0.003,,0.015,0.01,,0.5,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E = ,Expired reagent used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K = ,Contamination suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U = ,Sample mix up suspected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X = ,Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z = ,Method blank failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA = ,Method and acetone blank failures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
