collect(date),sampling(point),do(mg/l),temp(deg_c),ph(),no2+no3(mg/l),nh3_n(mg/l),tkn(mg/l),tot_p(mg/l),so4(mg/l),tds(mg/l),ss(mg/l),vss(mg/l),turb(ntu),alk(mg/l),cl(mg/l),f(mg/l),toc(mg/l),phenol(ug/l),cn(mg/l),cn_wad(mg/l),fog(mg/l),bod(mg/l),cbod(mg/l),radiochem(alpha),radiochem(beta),fec_col(cts/100ml),e_coli(cts/100ml),chloroph(yll_a),as_tot(mg/l),as_sol(mg/l),ba_tot(mg/l),ba_sol(mg/l),b_tot(mg/l),b_sol(mg/l),cd_tot(mg/l),cd_sol(mg/l),ca_tot(mg/l),ca_sol(mg/l),cr_tot(mg/l),cr_sol(mg/l),cr6(ug/l),cu_tot(mg/l),cu_sol(mg/l),fe_tot(mg/l),fe_sol(mg/l),pb_tot(mg/l),pb_sol(mg/l),mg_tot(mg/l),mg_sol(mg/l),mn_tot(mg/l),mn_sol(mg/l),hg_tot(ug/l),hg_sol(ug/l),ni_tot(mg/l),ni_sol(mg/l),se_tot(mg/l),se_sol(mg/l),ag_tot(mg/l),ag_sol(mg/l),zn_tot(mg/l),zn_sol(mg/l),benzene(ug/l),ethylbenzene(ug/l),toluene(ug/l),xylenes(total)(ug/l),o_xylene(ug/l),m__and/or_p_xylenes(ug/l)
2005-02-28 00:00:00,ww_49,12.7,7.2,7.8,0.471,0.18,0.32,0.1,30.87,278.0,8.0,4.0,7.73,115.0,80.9,0.15,3.0,2.0,0.003,0.0009,,,,<2.26,4.33,<10,,0.3,0.0,0.0,0.0237,0.0216,0.054,0.044,0.0,0.0005,40.43,38.15,0.0,0.0011,0.0,0.015,0.0,0.373,0.005,0.007,0.0011,12.93,12.318,0.0328,0.0201,0.0,,0.0,0.0,0.007,0.008,0.0,0.0,0.016,0.005,,,,,,
2005-02-28 00:00:00,ww_50,11.9,3.3,7.77,0.272,0.36,0.92,0.11,42.13,229.0,0.0,0.0,3.27,123.0,54.4,0.27,5.0,5.0,0.002,0.0006,,,,<2.23,5.8,20.0,,3.3,0.0,0.0,0.0317,0.0303,0.14,0.136,0.0,0.0005,44.95,43.26,0.0,0.0,2.0,0.007,0.0,0.07,0.006,0.005,0.0024,12.13,11.81,0.0278,0.0065,0.0,,0.0,0.0,0.003,0.008,0.0,0.0,0.01,0.0041,,,,,,
2005-02-28 00:00:00,ww_86,7.6,4.0,7.2,7.464,0.63,1.56,0.31,245.73,822.0,5.0,3.0,6.93,240.0,184.8,0.77,10.0,5.0,0.005,0.0011,2.9,,,,,210.0,,13.7,0.0,0.0,0.0306,0.0272,0.522,0.523,0.0,0.0007,102.27,97.22,0.0,0.0012,2.0,0.008,0.0,0.522,0.031,0.009,0.0033,68.51,66.696,0.0643,0.0582,0.0,,0.002,0.002,0.023,0.015,0.0,0.0,0.058,0.0395,,,,,,
2005-02-28 00:00:00,ww_55,11.0,2.2,7.98,1.081,0.66,1.47,0.11,83.6,436.0,5.0,0.0,9.53,129.0,140.3,0.37,7.0,4.0,0.003,0.0011,,,,<2.84,9.51,20.0,,1.8,0.0,0.0,0.0356,0.0324,0.207,0.208,0.0,0.0004,58.94,54.51,0.0,0.0013,2.0,0.009,0.003,0.346,0.03,0.007,0.004,19.85,18.854,0.0521,0.026,0.0,,0.002,0.002,0.012,0.007,0.0,0.0,0.029,0.016,,,,,,
2005-02-28 00:00:00,ww_56,9.0,4.1,6.59,2.587,0.75,1.78,0.5,115.83,576.0,19.0,3.0,25.3,171.0,167.5,0.47,7.0,6.0,0.006,0.0015,0.0,,,<3.27,11.26,170.0,,1.8,0.0,0.0,0.0355,0.0304,0.239,0.232,0.0,0.0007,74.6,69.18,0.0,0.0011,0.0,0.011,0.002,0.716,0.009,0.011,0.0032,28.55,27.283,0.0677,0.0418,0.0,,0.004,0.002,0.006,0.01,0.0,0.0,0.053,0.0221,,,,,,
2005-02-28 00:00:00,ww_76,7.7,8.3,8.54,4.764,0.3,1.41,1.4,107.54,672.0,22.0,11.0,17.9,197.0,203.4,0.61,7.0,11.0,0.005,0.0008,2.1,,,<3.59,10.64,2800.0,,0.3,0.0,0.0,0.024,0.0214,0.26,0.248,0.0,0.0007,82.02,78.91,0.0,0.001,2.0,0.008,0.0,0.259,0.051,0.007,0.0035,29.81,29.469,0.0423,0.0367,0.0,,0.002,0.002,0.014,0.011,0.0,0.0,0.036,0.0264,,,,,,
2005-02-28 00:00:00,ww_57,8.5,8.1,7.69,3.053,0.34,1.28,0.78,181.01,864.0,13.0,5.0,21.2,219.0,239.3,0.56,8.0,12.0,0.004,0.0008,,,,4.44,9.05,29000.0,24000.0,3.9,0.0,0.0,0.0429,0.0353,0.206,0.199,0.0,0.0009,97.44,92.02,0.0,0.0013,2.0,0.011,0.0,0.9,0.014,0.01,0.0022,40.76,38.707,0.1069,0.0847,0.0,,0.004,0.003,0.011,0.005,0.0,0.0,0.042,0.0173,,,,,,
2005-02-28 00:00:00,ww_58,8.3,7.3,7.57,4.319,0.31,1.36,1.44,159.21,776.0,16.0,4.0,16.9,210.0,208.9,0.6,8.0,10.0,0.002,0.0011,0.0,,,,,2700.0,2600.0,1.6,0.0,0.0,0.034,0.0268,0.239,0.239,0.0004,0.0008,91.91,86.46,0.0,0.0012,2.0,0.014,0.0,0.762,0.032,0.015,0.0024,35.26,33.93,0.0784,0.0743,0.0,,0.003,0.002,0.009,0.011,0.0,0.0,0.059,0.042,,,,,,
2005-02-28 00:00:00,ww_54,10.3,9.2,7.43,6.262,0.14,1.12,1.85,407.66,1316.0,7.0,0.0,15.1,199.0,301.5,0.48,8.0,6.0,0.004,0.0007,,,,<4.10,15.97,20000.0,25000.0,3.3,0.0,0.0,0.04,0.0315,0.317,0.277,0.0006,0.0007,100.8,84.71,0.0,0.0016,2.0,0.009,0.002,0.463,0.043,0.007,0.002,43.84,37.528,0.0609,na,0.0,,0.002,0.0,0.01,0.013,0.0,0.0,0.077,0.0388,,,,,,
2005-02-28 00:00:00,ww_97,10.7,7.1,7.25,4.039,0.19,0.93,1.22,301.48,1010.0,14.0,4.0,18.2,218.0,228.0,0.39,6.0,7.0,0.002,0.0005,,,,<4.10,10.43,8900.0,11000.0,2.7,0.0,0.0,0.0403,0.0354,0.215,0.214,0.0,0.0005,99.73,95.31,0.0,0.0014,2.0,0.019,0.0,0.628,0.025,0.006,0.0039,44.5,43.507,0.0714,0.0588,0.1,,0.007,0.006,0.006,0.01,0.0,0.0,0.032,0.0186,,,,,,
2005-02-28 00:00:00,ww_52,8.5,4.5,7.3,3.441,0.26,1.33,0.46,130.01,644.0,33.0,12.0,36.2,222.0,166.1,1.36,8.0,11.0,0.007,0.001,,,,<3.97,9.6,1500.0,1500.0,2.7,0.0,0.0,0.045,0.035,0.177,0.18,0.0,0.0004,94.58,88.6,0.0,0.0014,2.0,0.013,0.0,1.745,0.07,0.007,0.003,36.4,34.546,0.1431,0.118,0.09,,0.002,0.0,0.009,0.009,0.0,0.0,0.033,0.0132,,,,,,
2005-02-28 00:00:00,ww_59,8.2,6.2,7.25,4.919,0.41,1.26,1.42,143.63,732.0,28.0,11.0,19.2,205.0,214.9,0.6,7.0,11.0,0.005,0.0011,1.8,,,,,2200.0,1600.0,1.0,0.0,0.0,0.0321,0.0254,0.223,0.227,0.0005,0.0007,91.67,87.45,0.0,0.0012,0.0,0.013,0.0,0.724,0.03,0.009,0.0017,34.45,33.361,0.069,0.0553,0.0,,0.003,0.002,0.006,0.011,0.0,0.0,0.042,0.0224,,,,,,
2005-02-28 00:00:00,ww_43,8.3,5.7,7.21,5.106,0.43,1.39,1.88,144.84,831.0,17.0,13.0,17.1,211.0,231.1,0.57,16.0,10.0,na,na,0.0,,,,,470.0,320.0,2.0,0.0,0.0,0.0316,0.0261,0.213,0.215,0.0004,0.0006,94.29,86.01,0.0,0.0013,2.0,0.007,0.0,0.627,0.052,0.009,0.0031,35.76,33.617,0.1004,0.0787,0.12,0.0,0.004,0.002,0.01,0.015,0.0,0.0,0.037,0.0228,,,,,,
2005-02-28 00:00:00,ww_92,6.0,na,na,7.548,0.94,1.81,0.9,107.73,692.0,12.0,7.0,11.4,186.0,277.0,0.66,8.0,7.0,0.004,0.001,3.1,,,,,40.0,,2.0,0.0,0.0,0.03,0.0255,0.237,0.238,0.0004,0.0005,84.52,80.23,0.0,0.0016,2.0,0.01,0.0,0.482,0.027,0.01,0.0037,32.24,31.52,0.0512,0.0335,0.0,,0.005,0.004,0.014,0.012,0.0,0.0,0.068,0.0313,,,,,,
