collect,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,ss,vss,turb,alk,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,e_coli,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,benzene,ethylbenzene,toluene,xylenes(total),o_xylene,m__and/or_p_xylenes
2005-03-28 00:00:00,ww_55,12.2,6.9,7.45,1.047,0.38,1.1,0.02,86.65,486.0,15.0,8.0,7.34,116.0,131.6,0.38,7.0,7.0,0.002,0.0006,,<4.52,9.89,9.0,,5.1,0.0,0.0,0.0344,0.0299,0.232,0.229,0.0,0.0003,56.75,53.72,0.0,0.0,0.0,0.019,0.0,0.471,0.008,0.003,0.001,18.97,17.81,0.0648,0.0174,0.0,,0.002,0.002,0.018,0.008,0.0,0.0,0.034,0.0107,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_56,13.5,7.1,7.95,2.313,0.25,1.43,0.18,129.17,616.0,24.0,9.0,18.5,165.0,176.1,0.46,8.0,6.0,0.002,0.0007,0.0,<5.31,7.91,20.0,,37.6,0.0,0.0,0.0356,0.0311,0.261,0.262,0.0005,0.0,67.99,65.01,0.0,0.0,0.0,0.022,0.0,0.602,0.007,0.006,0.002,27.0,25.92,0.0353,0.0006,0.0,,0.003,0.002,0.012,0.014,0.0,0.0,0.029,0.0081,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_76,7.0,10.7,7.18,6.917,0.28,1.25,1.92,124.58,702.0,9.0,6.0,4.91,199.0,229.9,0.61,8.0,12.0,0.004,0.0015,0.0,<5.89,10.27,2100.0,,2.2,0.0,0.0,0.0209,0.0178,0.234,0.232,0.0004,0.0003,78.69,75.57,0.0,0.0008,0.0,0.018,0.0,0.301,0.056,0.004,0.0023,29.25,28.193,0.0241,0.0167,0.09,,0.003,0.0,0.018,0.016,0.0,0.0,0.042,0.0266,0.0,0.0,2.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_57,11.7,8.9,7.67,2.149,0.1,0.99,0.33,190.3,898.0,14.0,7.0,16.0,193.0,257.1,0.56,11.0,6.0,0.002,0.0016,,<4.84,6.27,970.0,,20.2,0.0,0.0,0.0378,0.0324,0.163,0.165,0.0,0.0,85.43,81.48,0.0,0.0,0.0,0.024,0.0,0.779,0.018,0.004,0.0012,37.06,35.731,0.0732,0.0545,0.06,,0.004,0.003,0.025,0.002,0.0,0.0,0.033,0.0092,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_58,8.0,10.7,7.05,6.188,0.28,1.41,2.04,123.35,756.0,10.0,5.0,9.67,184.0,223.5,0.6,8.0,10.0,0.002,0.0017,0.0,,,2400.0,,3.8,0.0,0.0,0.0224,0.019,0.215,0.218,0.0004,0.0,77.56,76.42,0.0,0.0,0.0,0.02,0.0,0.389,0.044,0.003,0.0029,29.29,28.962,0.0339,0.0277,0.0,,0.002,0.002,0.021,0.014,0.0,0.0,0.04,0.0308,0.0,0.0,4.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_54,11.0,12.3,7.7,5.195,0.04,0.8,1.36,474.89,1354.0,6.0,4.0,7.72,215.0,232.2,0.47,7.0,9.0,0.002,0.0005,,<5.98,7.61,13000.0,,5.7,0.0,0.0,0.0334,0.0309,0.254,0.221,0.0,0.0,87.95,85.59,0.0,0.0,0.0,0.014,0.0,0.345,0.037,0.0,0.0011,38.56,38.224,0.0407,0.0334,0.0,,0.0,0.0,0.016,0.012,0.0,0.0,0.037,0.0266,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_97,10.7,8.6,7.28,2.619,0.04,0.84,0.51,249.41,1002.0,19.0,8.0,10.1,198.0,245.7,0.33,7.0,7.0,0.003,0.0008,,<4.98,9.86,2600.0,,17.6,0.0,0.0,0.0367,0.0326,0.179,0.182,0.0,0.0005,90.79,88.77,0.0,0.0,3.0,0.012,0.0,0.494,0.021,0.004,0.001,41.96,41.253,0.0666,0.0499,0.0,,0.006,0.005,0.013,0.008,0.0,0.0,0.022,0.0109,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_52,10.8,6.8,7.35,3.103,0.11,1.23,0.34,118.66,604.0,31.0,7.0,28.9,190.0,147.2,1.14,10.0,6.0,0.003,0.0009,,<5.53,7.66,760.0,,16.9,0.0,0.0,0.0414,0.0317,0.145,0.146,0.0,0.0,85.42,78.86,0.0,0.0,0.0,0.009,0.0,1.534,0.03,0.005,0.001,34.76,32.209,0.0987,0.0756,0.0,,0.002,0.0,0.011,0.006,0.0,0.0,0.022,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_59,8.7,10.7,7.32,5.799,0.25,1.17,1.45,137.92,770.0,11.0,0.0,10.5,169.0,253.4,0.53,8.0,12.0,0.004,0.0016,0.0,,,2100.0,,6.0,0.0,0.0,0.0264,0.0208,0.192,0.189,0.0,0.0004,75.12,72.59,0.0,0.0,0.0,0.015,0.0,0.555,0.028,0.004,0.0015,29.37,28.279,0.0524,0.0401,0.0,,0.003,0.002,0.014,0.009,0.0,0.0,0.042,0.0227,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_43,8.2,19.0,7.31,8.373,0.52,1.75,2.49,177.29,862.0,13.0,4.0,11.6,165.0,247.4,0.59,9.0,13.0,0.005,0.0016,0.0,,,100.0,,5.3,0.0,0.0,0.0283,0.0222,0.237,0.241,0.0004,0.0003,81.59,78.46,0.0,0.0,2.0,0.021,0.0,0.617,0.022,0.006,0.002,31.31,30.537,0.0658,0.0462,0.0,,0.003,0.002,0.025,0.012,0.0,0.0,0.055,0.035,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28 00:00:00,ww_92,6.2,14.3,7.19,7.515,1.12,2.4,1.24,115.64,794.0,6.0,0.0,6.24,170.0,288.3,0.8,8.0,10.0,0.004,0.0015,0.0,,,120.0,,2.5,0.0,0.0,0.0226,0.0192,0.243,0.204,0.0,0.0005,71.5,70.59,0.0,0.0,0.0,0.014,0.0,0.298,0.026,0.002,0.0029,27.81,27.279,0.0382,0.0329,0.08,,0.005,0.004,0.021,0.017,0.0,0.0,0.042,0.029,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdl,,,,,0.005,0.02,0.08,0.04,0.7,12.0,3.0,,0.2,1.0,0.3,0.03,2.0,2.0,0.002,0.0003,1.8,,,,,,0.003,0.002,0.0003,0.0003,0.002,0.002,0.0004,0.0003,0.07,0.03,0.004,0.0007,2.0,0.002,0.002,0.005,0.004,0.002,0.0009,0.03,0.008,0.0002,0.0004,0.05,0.05,0.002,0.002,0.003,0.002,0.0008,0.0003,0.004,0.0006,2(rl),2(rl),2(rl),2(rl),2(rl),3(rl)
