collect,time,sampling,do,temp,ph,no2+no3,nh3_n,tkn,tot_p,so4,tds,tds,ss,vss,turb,alk,cl,cl,f,toc,phenol,cn,cn_wad,fog,radiochem,radiochem,fec_col,chloroph,chloroph,as_tot,as_sol,ba_tot,ba_sol,b_tot,b_sol,cd_tot,cd_sol,ca_tot,ca_sol,cr_tot,cr_sol,cr_sol,cr6,cu_tot,cu_sol,fe_tot,fe_sol,pb_tot,pb_sol,mg_tot,mg_sol,mn_tot,mn_sol,hg_tot,hg_sol,ni_tot,ni_sol,ni_sol,se_tot,se_sol,ag_tot,ag_sol,zn_tot,zn_sol,zn_sol,hg_ll,hg_ll,benzene,ethylbenzene,toluene,o_xylene,m__and/or_p_xylenes,xylenes_(total)
2012-07-30 00:00:00,940.0,ww_97,6.1,30.5,8.04,8.589,0.15,<1,1.22,651.66,t/x,l,27.0,4.0,,173.0,185.0,,0.7,4.2,<5,<0.005,<0.001,,<3.00,4.9,12000.0,4.4,,,0.02,0.082,,0.32,,,<0.001,101.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,51.0,,0.075,,<0.2,,,0.011,,0.005,,0.002,0.002,,0.01,,t/x,l,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1005.0,ww_52,4.8,24.2,7.97,5.017,0.34,1.1,0.77,152.47,998.0,,6.0,<4,,223.0,153.0,,0.51,5.0,<5,0.005,<0.001,,<1.80,3.0,590.0,1.6,,,0.02,0.036,,0.38,,,<0.001,92.0,,,<0.005,,<6,,<0.005,,0.1,,<0.02,38.0,,0.068,,<0.2,,,<0.005,,<0.005,,0.002,0.002,,0.01,,<5.0,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1120.0,ww_43,6.8,27.8,7.76,4.633,0.37,1.13,1.18,57.08,592.0,,13.0,4.0,,122.0,90.0,,0.48,4.2,<5,<0.005,0.001,<5,,,210.0,19.2,,,<0.02,0.02,,0.18,,,<0.001,46.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,16.0,,0.029,,<0.2,,,0.005,,<0.005,,0.001,0.001,,0.01,,,,<2,<2,<2,<3,<3,<3
2012-07-30 00:00:00,1210.0,ww_92,4.5,30.9,7.38,4.128,0.38,<1,0.83,60.93,500.0,,<4,<4,,117.0,93.0,,0.58,4.0,<5,<0.005,<0.001,<5,,,80.0,5.5,,,<0.02,0.017,,0.17,,,<0.001,44.0,,,<0.005,,<6,,<0.005,,<0.1,,<0.02,15.0,,0.022,,<0.2,,,0.005,,0.005,,0.001,0.001,,0.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reporting_limit,,,,,,0.15,0.1,1.0,0.1,5.0,60.0,,4.0,,,10.0,10.0,,0.1,1.0,5.0,0.005,0.001,5.0,,,10.0,,,,0.02,0.004,,0.05,,,0.001,1.0,,,0.005,,6.0,,0.005,,0.1,,0.02,1.0,,0.001,,0.2,,,0.005,,0.005,,0.001,0.001,,0.01,,0.5*,,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*_ll_hg:_based_on_the_sample_matrix_some_samples_need_to_be_diluted_x2,_x5_and_x10.__the_reporting_limit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of_0.5_ng/l_for_ll_hg_will_then_change_by_the_same_factor_resulting_in_reporting_limits_of_1.0,_2.5,_and_5.0_ng/l_respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ww_97,_july_30,_2012_tds_and_ll_hg,_t/x:_l_=_unable_to_confirm_results",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x=_matrix_spike_recovery_failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaa=_batch_failed_qa_standard;_assignable_cause;_insufficient_sample_for_rerun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aab=result_greater_than_il_ww_standard;_no_sample_remaining_to_confirm_result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
