Collect    ,Time ,Sampling,DO  ,TEMP,pH   ,NO2+NO3,NO2+NO3,NH3_N ,TKN  ,Tot P,SO4   ,TDS,SS  ,VSS ,TURB,ALK,CL   ,CL   ,F    ,TOC ,Phenol,CN   ,CN-WAD,FOG,RADIOCHEM,RADIOCHEM,FEC_COL,Chloroph,As tot,As sol,Ba tot,Ba sol,B tot,B sol,B sol,Cd tot,Cd sol,Ca tot,Ca sol,Cr tot,Cr sol,Cr6   ,Cu tot,Cu sol,Fe tot,Fe sol,Pb tot,Pb sol,Mg tot,Mg sol,Mn tot,Mn sol,Mn sol,Hg tot,Hg sol,Ni tot,Ni sol,Se tot,Se sol,Ag tot,Ag sol,Zn tot,Zn sol,Hg LL,Hg LL,Benzene,Ethylbenzene,Toluene,o-Xylene,m- and/or p-Xylenes,Xylenes (total)
2012-04-16 00:00:00,1000.0,WW_42,6.0,13.2,7.2,5.593,,0.52,1.47,0.54,57.09,470.0,10.0,4.0,,119.0,145.0,,0.54,5.1,<5,<0.005,0.0012,<5.0,,,25000.0,9.2,<0.05,<0.02,0.017,0.013,0.13,0.14,,<0.001,<0.001,50.0,49.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,17.0,17.0,0.043,0.037,,<0.2,,0.006,0.006,<0.005,<0.005,0.001,0.001,0.02,0.02,,,,,,,,
2012-04-16 00:00:00,1035.0,WW_48,7.2,15.1,6.99,6.544,,0.28,1.68,1.23,86.8,610.0,11.0,4.0,,160.0,175.0,,0.67,5.3,<5,0.007,0.0014,<5.0,,,36000.0,9.3,<0.05,<0.02,0.02,0.016,0.19,0.2,,<0.001,<0.001,63.0,62.0,<0.005,<0.005,<6,<0.005,<0.005,0.4,<0.1,<0.02,<0.02,23.0,23.0,0.042,0.031,,<0.2,,0.006,0.007,<0.005,0.005,0.001,0.001,0.03,0.02,,,,,,,,
2012-04-23 00:00:00,815.0,WW_49,6.9,11.3,6.53,0.37,,<0.1,<1,<0.1,27.12,188.0,6.0,1.0,,109.0,28.0,,0.11,1.8,<5,<0.005,<0.001,,<1.20,<1.50,<10,1.4,<0.05,<0.02,0.022,0.02,<0.05,<0.05,,<0.001,<0.001,37.0,35.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,12.0,12.0,0.025,0.019,,<0.2,,<0.005,<0.005,<0.005,<0.005,<0.001,0.001,0.01,<0.01,6.23,,,,,,,
2012-04-23 00:00:00,850.0,WW_50,9.2,10.8,7.03,<0.15,,<0.1,<1,<0.1,54.44,392.0,2.0,1.0,,116.0,99.0,,0.36,5.4,<5,<0.005,<0.001,,<1.60,3.3,20.0,3.2,<0.05,<0.02,0.035,0.034,0.24,0.24,,<0.001,<0.001,43.0,40.0,<0.005,<0.005,<6,<0.005,<0.005,<0.1,<0.1,<0.02,<0.02,15.0,14.0,0.035,0.007,,<0.2,,<0.005,<0.005,<0.005,<0.005,<0.001,0.001,<0.01,<0.01,<5.0,,,,,,,
2012-04-23 00:00:00,915.0,WW_86,4.6,8.4,7.24,<0.15,,0.36,2.47,0.46,129.47,770.0,17.0,9.0,,329.0,145.0,,0.79,11.9,<5,<0.005,0.0011,<5.0,,,20.0,71.6,<0.05,<0.02,0.04,0.03,1.18,1.17,,<0.001,<0.001,108.0,102.0,<0.005,<0.005,<6,<0.005,<0.005,1.7,0.1,<0.02,<0.02,42.0,41.0,0.151,0.128,,<0.2,,0.005,0.005,<0.005,0.005,0.001,0.002,0.04,<0.01,,,,,,,,
2012-04-23 00:00:00,940.0,WW_55,8.9,12.4,7.96,0.686,,0.22,<1,<0.1,72.94,518.0,6.0,1.0,,122.0,172.0,,0.3,3.0,<5,<0.005,<0.001,,<1.70,3.8,20.0,1.7,<0.05,<0.02,0.035,0.034,0.17,0.17,,<0.001,<0.001,51.0,50.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,17.0,16.0,0.015,0.007,,<0.2,,<0.005,<0.005,<0.005,<0.005,<0.001,0.001,0.01,0.01,<5.0,,,,,,,
2012-04-23 00:00:00,935.0,WW_56,8.8,13.7,6.98,0.674,,<0.1,<1,0.1,87.45,570.0,6.0,1.0,,139.0,182.0,,0.36,4.3,<5,<0.005,<0.001,<5.0,<1.80,2.2,1100.0,3.3,<0.05,<0.02,0.037,0.035,0.22,0.23,,<0.001,<0.001,56.0,54.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,21.0,20.0,0.012,0.005,,<0.2,,<0.005,<0.005,0.005,<0.005,<0.001,0.001,0.01,0.01,,,,,,,,
2012-04-23 00:00:00,1000.0,WW_76,7.1,13.9,7.07,10.529,,0.55,1.87,3.72,97.47,668.0,5.0,2.0,,168.0,169.0,,0.75,6.5,<5,<0.005,0.0018,<5.0,<1.90,5.4,<10,2.8,<0.05,<0.02,0.018,0.016,0.26,0.26,,<0.001,<0.001,72.0,70.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,25.0,25.0,0.026,N/A,Q,<0.2,,0.005,0.006,<0.005,<0.005,0.001,0.001,0.03,0.03,,,,,,,,
2012-04-23 00:00:00,1020.0,WW_57,5.3,11.9,7.55,5.52,,0.21,1.27,0.76,270.18,1024.0,12.0,2.0,,247.0,215.0,,0.64,5.3,<5,<0.005,0.0029,,<2.90,5.7,140.0,3.7,<0.05,<0.02,0.037,0.033,0.28,0.28,,<0.001,<0.001,102.0,99.0,<0.005,<0.005,<6,<0.005,<0.005,0.5,<0.1,<0.02,<0.02,41.0,40.0,0.113,0.092,,<0.2,,0.005,0.005,<0.005,0.005,0.001,0.002,0.02,0.01,<5.0,,,,,,,
2012-04-23 00:00:00,1045.0,WW_58,5.7,13.8,7.34,10.145,,0.56,1.94,3.92,121.0,708.0,4.0,1.0,,174.0,173.0,,0.72,6.3,<5,<0.005,0.002,<5.0,,,670.0,3.7,<0.05,<0.02,0.019,0.018,0.26,0.26,,<0.001,<0.001,73.0,72.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,27.0,26.0,0.034,0.031,,<0.2,,0.005,0.005,<0.005,<0.005,0.001,0.001,0.02,0.02,,,,,,,,
2012-04-23 00:00:00,915.0,WW_54,8.9,15.1,6.95,14.146,,0.33,1.67,1.29,211.88,874.0,2.0,0.0,,201.0,187.0,,0.71,5.3,<5,<0.005,0.0014,,<2.20,5.6,28000.0,1.9,<0.05,<0.02,0.018,0.017,0.35,0.35,,<0.001,<0.001,94.0,90.0,<0.005,<0.005,<6,<0.005,<0.005,0.2,<0.1,<0.02,<0.02,36.0,35.0,0.069,0.051,,<0.2,,<0.005,<0.005,0.006,0.005,0.001,0.002,0.04,0.04,<5.0,,,,,,,
2012-04-23 00:00:00,940.0,WW_97,9.3,12.1,7.75,9.372,,0.16,1.3,0.83,211.47,960.0,13.0,2.0,,247.0,227.0,,0.57,4.9,<5,<0.005,0.0013,,<2.50,5.8,270.0,3.1,<0.05,<0.02,0.032,0.029,0.3,0.3,,<0.001,<0.001,102.0,102.0,<0.005,<0.005,<6,<0.005,<0.005,0.5,<0.1,<0.02,<0.02,41.0,42.0,0.106,0.083,,<0.2,,0.007,0.006,0.007,<0.005,0.001,0.002,0.03,0.02,<5.0,,,,,,,
2012-04-23 00:00:00,1005.0,WW_52,8.7,10.6,7.35,8.084,,0.21,1.36,1.01,159.06,772.0,17.0,3.0,,263.0,161.0,,1.42,6.0,<5,0.011,0.0075,,<2.20,5.1,510.0,4.0,<0.05,<0.02,0.037,0.031,0.29,0.29,,<0.001,<0.001,105.0,101.0,<0.005,<0.005,<6,<0.005,<0.005,0.8,0.1,<0.02,<0.02,43.0,42.0,0.171,0.15,,<0.2,,<0.005,<0.005,<0.005,0.005,0.001,0.002,0.02,0.01,<5.0,,,,,,,
2012-04-23 00:00:00,1120.0,WW_59,6.8,12.1,7.12,7.664,X,0.53,2.05,3.46,160.55,732.0,9.0,1.0,,183.0,176.0,,0.63,6.3,<5,<0.005,0.0018,<5.0,,,930.0,1.9,<0.05,<0.02,0.022,0.019,0.25,0.26,,<0.001,<0.001,75.0,71.0,<0.005,<0.005,<6,<0.005,<0.005,0.4,<0.1,<0.02,<0.02,29.0,28.0,0.053,0.041,,<0.2,,0.006,0.005,0.005,<0.005,0.001,0.001,0.03,0.02,,,,,,,,
2012-04-23 00:00:00,1200.0,WW_43,8.1,15.3,7.73,8.568,,0.4,1.69,2.61,128.73,720.0,14.0,2.0,,185.0,186.0,,0.67,6.3,<5,<0.005,0.0015,<5.0,,,90.0,5.5,<0.05,<0.02,0.023,0.019,0.25,0.25,,<0.001,<0.001,77.0,74.0,<0.005,<0.005,<6,<0.005,<0.005,0.5,<0.1,<0.02,<0.02,29.0,28.0,0.044,0.035,,<0.2,,0.005,0.005,0.005,0.005,0.001,0.001,0.03,0.02,,,,,,,,
2012-04-23 00:00:00,1200.0,WW_92,5.6,16.6,7.25,5.804,,0.81,1.97,1.25,85.18,564.0,3.0,1.0,,151.0,154.0,,0.59,5.1,6.0,<0.005,0.002,<5.0,,,70.0,1.6,<0.05,<0.02,0.017,0.016,0.2,0.2,,<0.001,<0.001,58.0,56.0,<0.005,<0.005,<6,<0.005,<0.005,0.1,<0.1,<0.02,<0.02,21.0,21.0,0.036,0.032,,<0.2,,0.006,0.006,<0.005,<0.005,<0.001,0.001,0.02,0.02,,,,,,,,
2012-04-30 00:00:00,1050.0,WW_92,5.3,17.7,7.25,5.727,,0.95,1.66,0.83,103.67,670.0,9.0,1.0,,165.0,181.0,,0.59,5.4,5.0,<0.005,0.0013,<5.0,,,40.0,4.5,<0.05,<0.02,0.021,0.018,0.28,0.27,,<0.001,<0.001,69.0,61.0,<0.005,<0.005,<6,<0.005,<0.005,0.7,<0.1,<0.02,<0.02,26.0,23.0,0.052,0.03,,<0.2,,0.007,0.006,0.005,0.007,0.001,0.001,0.03,0.02,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Limit,,,,,,0.15,,0.1,1.0,0.1,5.0,60.0,4.0,,,10.0,10.0,,0.1,1.0,5.0,0.005,0.001,5.0,,,10.0,,0.05,0.02,0.004,0.004,0.05,0.05,,0.001,0.001,1.0,1.0,0.005,0.005,6.0,0.005,0.005,0.1,0.1,0.02,0.02,1.0,1.0,0.001,0.001,,0.2,,0.005,0.005,0.005,0.005,0.001,0.001,0.01,0.01,0.5*,,2.0,2.0,2.0,3.0,3.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: Turbidity analysis discontinued after March 31, 2012.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"* LL Hg: Based on the sample matrix some samples need to be diluted x2, x5 and x10.  The reporting limit ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of 0.5 ng/L for LL Hg will then change by the same factor resulting in reporting limits of 1.0, 2.5, and 5.0 ng/L respectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q = Soluble > Total: Soluble result not reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X= Matrix spike recovery failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY= Method blank criteria exceeded; assignable cause. Batch cannot be refiltered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX= Matrix spike failed due to matrix effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
